NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN	sherpa_has_oa_path	embargo	embargo_published_version	embargo_accepted_version	sherpa_oa_green	additional_oa_fee	title_sherpa	issne_sherpa	issnp_sherpa	url	publisher_id	publisher_country	publisher_type	publisher_url	publisher_name	sherpa_uri	sherpa_created	sherpa_last_modified	sherpa_id	DOAJ_pissn	ISSN_old	DOAJ_title	DOAJ_eissn	DOAJ_Seal	DOAJ_date	DOAJ_year	DOAJ_license	DOAJ_author_holds_copyright_without_restrictions	DOAJ_last_updated	DOAJ_APC	DOAJ	year_founded	year_reverse_flipped	journal_location	society_affiliation	other_sci_affiliation	flipped_journal_name	post_flip_publisher	flipped_access_model	apc_pre	apc_post	apc_now	discipline	flipped_oa	flipped_born_oa	flipped_embargo	Reverse_Flip	not_sherpa_and_not_doaj_or_not_oa	first_year	last_year	PMIDs	PMIDs_2021	PMIDs_2022	DOIs	unconquerables	lenght_years_pubmed	DOIs_ratio
101660822	Annual review of vision science	Annu Rev Vis Sci	United States	Palo Alto, CA	Annual Reviews	2015		Annual	2374-4650	2374-4642	2374-4642	eng	N	2017.0	Y	Y	IM	http://www.annualreviews.org/journal/vision	Y	2374-4650	yes						Annual Review of Vision Science	2374-4650		https://www.annualreviews.org/journal/vision	91.0	us	commercial_publisher	https://www.annualreviews.org/	Annual Reviews	https://v2.sherpa.ac.uk/id/publisher_policy/91	2023-03-02 12:59:48	2023-03-03 06:23:51	43027.0																													yes	2015.0	2022.0	183.0	35.0	18.0	183.0	1.0	7.0	1.0
8812090	APMIS. Supplementum	APMIS Suppl	Denmark	Copenhagen	Munksgaard	1988		Ten no. a year	1600-5503	0903-465X	0903-465X	eng	N	1988.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0463	Y	1600-5503																																																yes	1988.0	2014.0	401.0	0.0	0.0	99.0	1.0	26.0	0.24688279301745636
0372460	Archivos argentinos de pediatría	Arch Argent Pediatr	Argentina	Buenos Aires	Sociedad Argentina de Pediatría	1930		Six no. a year	1668-3501	0325-0075	0325-0075	spa	N	1965.0	Y	Y	IM	https://www.sap.org.ar/publicaciones/archivos/numeros-anteriores.html#	Y	1668-3501																																																yes	1945.0	2023.0	2910.0	179.0	163.0	2237.0	1.0	78.0	0.7687285223367698
0064757	Archivos españoles de urología	Arch Esp Urol	Spain	Madrid	Iniestares	1944		Ten no. a year	1576-8260	0004-0614	0004-0614	spa	N	1978.0	Y	N	IM		Y	1576-8260																																																yes	1945.0	2022.0	6717.0	152.0	115.0	801.0	1.0	77.0	0.11924966502903082
100889644	Archives of Iranian medicine	Arch Iran Med	Iran	Tehran	Academy of Medical Sciences of I.R. Iran	1998		Monthly,	1735-3947	1029-2977	1029-2977	eng	N	2006.0	Y	Y	IM	http://www.aimjournal.ir/Archive	Y	1735-3947																																																yes	2006.0	2022.0	2329.0	136.0	78.0	1602.0	1.0	16.0	0.6878488621726063
0372441	Archives italiennes de biologie	Arch Ital Biol	Italy	Pisa	Universita Degli Studi Di Pisa	1882		Four no. a year		0003-9829	0003-9829	fre	N	1965.0	Y	N	IM		Y	0003-9829																																																yes	1952.0	2022.0	1420.0	12.0	8.0	221.0	1.0	70.0	0.1556338028169014
101715860	Archivos de la Sociedad Española de Oftalmología	Arch Soc Esp Oftalmol (Engl Ed)	Spain	Madrid	Elsevier España	20uu		Monthly	2173-5794		2173-5794	eng	N	2018.0	Y	Y	IM	https://www.sciencedirect.com/journal/archivos-de-la-sociedad-espanola-de-oftalmologia-english-edition	Y	2173-5794																																																yes	2018.0	2022.0	885.0	191.0	131.0	885.0	1.0	4.0	1.0
0241212	Arerugī = [Allergy]	Arerugi	Japan	Tokyo	Nihon Allergy Gakkai	1952		Monthly	1347-7935	0021-4884	0021-4884	jpn	N	1965.0	Y	N	IM		Y	1347-7935																																																yes	1961.0	2022.0	4261.0	109.0	105.0	733.0	1.0	61.0	0.17202534616287257
0370604	Arkhiv patologii	Arkh Patol	Russia (Federation)	Moskva	Media Sfera	1946		Six no. a year	2309-1266	0004-1955	0004-1955	rus	N	1965.0	Y	N	IM		Y	2309-1266																																																yes	1950.0	2022.0	9942.0	64.0	63.0	522.0	1.0	72.0	0.05250452625226312
9100283	Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery	Arq Bras Cir Dig	Brazil	São Paulo, Brasil	Colégio Brasileiro de Cirurgia Digestiva	1986		Quarterly	2317-6326	0102-6720	0102-6720	eng	N	2012.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=0102-6720&lng=en&nrm=iso	Y	2317-6326																																																yes	2012.0	2022.0	917.0	61.0	99.0	914.0	1.0	10.0	0.9967284623773174
9440304	Asia Pacific journal of clinical nutrition	Asia Pac J Clin Nutr	Australia	Melbourne, Victoria, Australia	HEC Press	1992		Four no. a year	1440-6047	0964-7058	0964-7058	eng	N	2001.0	Y	Y	IM	http://apjcn.nhri.org.tw/index.php	Y	1440-6047																																																yes	1992.0	2022.0	2692.0	77.0	60.0	1321.0	1.0	30.0	0.49071322436849923
101710889	Asian journal of anesthesiology	Asian J Anesthesiol	China (Republic : 1949- )	[Taipei]	Elsevier Taiwan LLC.	2017		Quarterly	2468-824X		2468-824X	eng	Y	2017.0	Y	Y	IM	http://www.aja.org.tw/index.php	Y	2468-824X																																																yes	2017.0	2022.0	158.0	26.0	29.0	158.0	1.0	5.0	1.0
8402034	Asian Pacific journal of allergy and immunology	Asian Pac J Allergy Immunol	Thailand	Bangkok	Allergy and Immunology Society of Thailand	1983		Four no. a year,		0125-877X	0125-877X	eng	N	1983.0	Y	Y	IM	http://apjai-journal.org/	Y	0125-877X																																																yes	1983.0	2022.0	1561.0	106.0	60.0	504.0	1.0	39.0	0.32286995515695066
100901776	Assistenza infermieristica e ricerca : AIR	Assist Inferm Ric	Italy	Roma	Il Pensiero Scientifico Editore	1999		Quarterly	2038-1778	1592-5986	1592-5986	ita	Y	1999.0	Y	Y	N	http://www.air-online.it/	Y	2038-1778																																																yes	1999.0	2022.0	766.0	33.0	16.0	370.0	1.0	23.0	0.4830287206266319
101718099	Australian journal of general practice	Aust J Gen Pract	Australia	East Melbourne, Victoria	Royal Australian College of General Practitioners	2018		11 no. a year	2208-7958	2208-794X		eng	Y	2018.0	Y	Y	IM	https://www.racgp.org.au/ajgp	Y	2208-7958																																																yes	2018.0	2022.0	848.0	176.0	165.0	840.0	1.0	4.0	0.9905660377358491
0370617	Avian diseases	Avian Dis	United States	Kennett Square Pa	American Association Of Avian Pathologists	1957		Four no. a year	1938-4351	0005-2086	0005-2086	eng	N	1963.0	Y	Y	IM	http://www.bioone.org/loi/avdi	Y	1938-4351																																																yes	1963.0	2022.0	6964.0	93.0	47.0	2510.0	1.0	59.0	0.3604250430786904
101125284	Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences	Beijing Da Xue Xue Bao Yi Xue Ban	China	Beijing	Beijing da xue	2001		Bimonthly		1671-167X	1671-167X	chi	N	2003.0	Y	N	IM		Y	1671-167X																																																yes	2003.0	2022.0	3390.0	147.0	141.0	125.0	1.0	19.0	0.03687315634218289
101120659	Best practice & research. Clinical haematology	Best Pract Res Clin Haematol	Netherlands	Amsterdam	Elsevier	2001		Quarterly	1532-1924	1521-6926	1521-6926	eng	Y	2001.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/15216926	Y	1532-1924																																																yes	2001.0	2022.0	1065.0	55.0	19.0	1059.0	1.0	21.0	0.9943661971830986
9712121	Biocontrol science	Biocontrol Sci	Japan	Osaka	Society for Antibacterial and Antifungal Agents, Japan	1996		Quarterly,	1884-0205	1342-4815	1342-4815	eng	N	2006.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/bio	Y	1884-0205																																																yes	2006.0	2022.0	472.0	31.0	21.0	472.0	1.0	16.0	1.0
9311984	Biological & pharmaceutical bulletin	Biol Pharm Bull	Japan	Tokyo	Pharmaceutical Society of Japan	1993		Monthly	1347-5215	0918-6158	0918-6158	eng	Y	1993.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/bpb	Y	1347-5215																																																yes	1993.0	2022.0	10272.0	265.0	264.0	10269.0	1.0	29.0	0.9997079439252337
8905560	Biomedical instrumentation & technology	Biomed Instrum Technol	United States	[Philadelphia, PA	Published by Hanley & Belfus for the Association	1989		Bimonthly	1943-5967	0899-8205	0899-8205	eng	N	1989.0	Y	N	IM		Y	1943-5967																																																yes	1989.0	2022.0	3049.0	30.0	10.0	2228.0	1.0	33.0	0.7307313873401116
101196966	Biomedit︠s︡inskai︠a︡ khimii︠a︡	Biomed Khim	Russia (Federation)	Moskva	Rossiĭskai︠a︡ akademii︠a︡ medit︠s︡inskikh nauk	2003		Six no. a year	2310-6905	2310-6972	2310-6905	rus	Y	2003.0	Y	N	IM		Y	2310-6905																																																yes	2003.0	2022.0	1333.0	56.0	37.0	811.0	1.0	19.0	0.6084021005251313
8100317	Biomedical research (Tokyo, Japan)	Biomed Res	Japan	Tokyo	Biomedical Research Foundation	1980		Six no. a year	1880-313X	0388-6107	0388-6107	eng	N	2005.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/biomedres	Y	1880-313X																																																yes	1998.0	2022.0	718.0	28.0	19.0	718.0	1.0	24.0	1.0
101502754	Bioscience trends	Biosci Trends	Japan	Tokyo	International Research and Cooperation Association for Bio & Socio-Sciences Advancement	2007		Bimonthly	1881-7823	1881-7815	1881-7815	eng	N	2007.0	Y	Y	IM	http://www.biosciencetrends.com/wholeissue.php	Y	1881-7823																																																yes	2007.0	2022.0	954.0	63.0	62.0	715.0	1.0	15.0	0.749475890985325
101764786	Blood cancer discovery	Blood Cancer Discov	United States	Philadelphia, PA	American Association for Cancer Research	2020			2643-3249	2643-3230	2643-3230	eng	N	2020.0	Y	Y	IM	https://bloodcancerdiscov.aacrjournals.org/	Y	2643-3249																																																yes	2020.0	2022.0	141.0	58.0	53.0	141.0	1.0	2.0	1.0
101237479	Blood transfusion = Trasfusione del sangue	Blood Transfus	Italy	Milano	SIMTI servizi	2003		Bimonthly,	2385-2070	1723-2007	1723-2007	eng	N	2008.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/669/	Y	2385-2070																																																yes	2007.0	2022.0	1461.0	82.0	105.0	1459.0	1.0	15.0	0.998631074606434
9001294	The British journal of psychiatry. Supplement	Br J Psychiatry Suppl	England	London	Royal College of Psychiatrists	1988		Irregular		0960-5371	0960-5371	eng	N	1988.0	Y	Y	IM	https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/all-issues	Y	0960-5371																																																yes	1988.0	2013.0	654.0	0.0	0.0	186.0	1.0	25.0	0.28440366972477066
101299709	Brain and nerve = Shinkei kenkyū no shinpo	Brain Nerve	Japan	Tōkyō	igaku Shoin	2007		Monthly	1344-8129	1881-6096	1881-6096	jpn	Y	2007.0	Y	N	IM		Y	1344-8129																																																yes	2007.0	2022.0	2359.0	135.0	162.0	1130.0	1.0	15.0	0.47901653242899533
0065324	Bratislavské lekárske listy	Bratisl Lek Listy	Slovakia	Bratislava, Slovakia	AEP Press	1921		Twelve no. a year	1336-0345	0006-9248	0006-9248	eng	N	1965.0	Y	N	IM		Y	1336-0345																																																yes	1950.0	2022.0	9449.0	142.0	140.0	1600.0	1.0	72.0	0.16933008783998307
101095924	Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology]	Braz J Microbiol	Brazil	Switzerland, AG	Springer International Publishing	199u		Quarterly	1678-4405	1517-8382	1517-8382	eng	N	2013.0	Y	Y	IM	https://link.springer.com/journal/42770	Y	1678-4405																																																yes	2006.0	2022.0	2682.0	254.0	247.0	2682.0	1.0	16.0	1.0
101614130	Bulletin of the Hospital for Joint Disease (2013)	Bull Hosp Jt Dis  (2013)	United States	Andover, New Jersey	J. Michael Ryan Publishing, Inc.	2013		Quarterly	2328-5273	2328-4633	2328-4633	eng	Y	2013.0	Y	Y	IM	http://www.hjdbulletin.org/	Y	2328-5273																																																yes	2013.0	2022.0	511.0	40.0	58.0	0.0	1.0	9.0	0.0
7507032	Bulletin of the Menninger Clinic	Bull Menninger Clin	United States	New York, NY	Guilford	1936		Quarterly,	1943-2828	0025-9284	0025-9284	eng	N	1965.0	Y	Y	IM	http://guilfordjournals.com/loi/bumc	Y	1943-2828																																																yes	1945.0	2022.0	2013.0	23.0	26.0	421.0	1.0	77.0	0.20914058618976653
7505414	The Bulletin of Tokyo Dental College	Bull Tokyo Dent Coll	Japan	Tokyo	Tokyo Shika Daigaku	1960		Four no. a year		0040-8891	0040-8891	eng	N	1965.0	Y	Y	D	https://www.jstage.jst.go.jp/browse/tdcpublication	Y	0040-8891																																																yes	1965.0	2022.0	1161.0	26.0	19.0	590.0	1.0	57.0	0.508182601205857
101234082	Canadian journal of dental hygiene : CJDH = Journal canadien de l'hygiène dentaire : JCHD	Can J Dent Hyg	Canada	Ottawa, ON	Canadian Dental Hygienists Association	2004		Four times a year,	1712-1728	1712-171X	1712-171X	eng	N	2019.0	Y	N	IM	http://www.cdha.ca/cdha/The_Profession_folder/The_Canadian_Journal_of_Dental_Hygiene_CJDH_folder/CDHA/The_Profession/CJDH/CJDH.aspx?hkey=e1a5f6ac-ce37-4aeb-81c8-0bcaeafbc85b	Y	1712-1728																																																yes	2019.0	2022.0	79.0	20.0	20.0	0.0	1.0	3.0	0.0
101148810	Canadian journal of diabetes	Can J Diabetes	Canada	Toronto	Canadian Diabetes Association	2002		Quarterly	2352-3840	1499-2671	1499-2671	eng	N	2013.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/14992671	Y	2352-3840																																																yes	2008.0	2022.0	1220.0	127.0	140.0	1220.0	1.0	14.0	1.0
9811151	Canadian journal of dietetic practice and research : a publication of Dietitians of Canada = Revue canadienne de la pratique et de la recherche en diététique : une publication des Diététistes du Canada	Can J Diet Pract Res	Canada	Markham, ON	Dietitians of Canada	1998		Quarterly		1486-3847	1486-3847	eng	N	2001.0	Y	Y	IM	http://www.dcjournal.ca/loi/cjdpr	Y	1486-3847																																																yes	1998.0	2022.0	850.0	36.0	52.0	756.0	1.0	24.0	0.8894117647058823
9918418287206676	Canadian journal of health history = Revue canadienne d'histoire de la santé	Can J Health Hist	Canada	Toronto	University of Toronto Press	2022			2816-6477	2816-6469		eng	Y	2022.0	Y	Y	QIS	https://www.utpjournals.press/loi/cjhh	Y	2816-6477																																																yes				0.0	0.0		1.0		
8910581	The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmières	Can J Nurs Res	United States	Thousand Oaks, CA	SAGE Publishing	1988		Quarterly	1705-7051	0844-5621	0844-5621	eng	N	1988.0	Y	Y	N	http://journals.sagepub.com/home/cjn	Y	1705-7051																																																yes	1988.0	2022.0	1216.0	45.0	62.0	325.0	1.0	34.0	0.26726973684210525
9708550	Canadian journal of rural medicine : the official journal of the Society of Rural Physicians of Canada = Journal canadien de la médecine rurale : le journal officiel de la Société de médecine rurale du Canada	Can J Rural Med	India	Mumbai	Medknow	1996		Quarterly	1488-237X	1203-7796	1203-7796	eng	N	2004.0	Y	Y	IM	http://www.srpc.ca/resources_cjrm_archives.html	Y	1488-237X																																																yes	2004.0	2022.0	635.0	42.0	39.0	151.0	1.0	18.0	0.2377952755905512
9515842	The Canadian journal of urology	Can J Urol	Canada	St. Laurent, Quebec	CJU Communications	1994		Bimonthly		1195-9479	1195-9479	eng	N	2000.0	Y	Y	IM	http://www.canjurol.com/content.php	Y	1195-9479																																																yes	1994.0	2022.0	2365.0	106.0	77.0	0.0	1.0	28.0	0.0
8607793	Canadian journal of veterinary research = Revue canadienne de recherche vétérinaire	Can J Vet Res	Canada	Ottawa, Ont.	Canadian Veterinary Medical Association	1986		Quarterly	1928-9022	0830-9000	0830-9000	eng	Y	1986.0	Y	Y	IM	https://preview.ncbi.nlm.nih.gov/pmc/journals/133/	Y	1928-9022																																																yes	1986.0	2022.0	2109.0	46.0	44.0	0.0	1.0	36.0	0.0
0004653	The Canadian veterinary journal = La revue vétérinaire canadienne	Can Vet J	Canada	Ottawa	Canadian Veterinary Medical Association	1960		Monthly		0008-5286	0008-5286	eng	N	1965.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/202/	Y	0008-5286																																																yes	1960.0	2022.0	9644.0	189.0	187.0	32.0	1.0	62.0	0.0033181252592285357
9605408	Cancer biotherapy & radiopharmaceuticals	Cancer Biother Radiopharm	United States	Larchmont, NY	Mary Ann Liebert, Inc.	1996		Bimonthly	1557-8852	1084-9785	1084-9785	eng	N	2000.0	Y	Y	IM	http://online.liebertpub.com/loi/cbr	Y	1557-8852																																																yes	1996.0	2022.0	2127.0	146.0	117.0	2122.0	1.0	26.0	0.997649271274095
101155137	Cancer research and treatment	Cancer Res Treat	Korea (South)	Seoul, Korea	The Association	200u			2005-9256	1598-2998	1598-2998	eng	N	2015.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/915/	Y	2005-9256																																																yes	2001.0	2022.0	1828.0	125.0	173.0	1828.0	1.0	21.0	1.0
8008541	Cancer treatment and research	Cancer Treat Res	United States	New York	Springer	1981		Irregular		0927-3042	0927-3042	eng	N	1988.0	Y	N	IM		Y	0927-3042																																																yes	1988.0	2022.0	2252.0	29.0	23.0	2140.0	1.0	34.0	0.9502664298401421
101313864	Cardiovascular journal of Africa	Cardiovasc J Afr	South Africa	Durbanville	Clinics Cardive Pub.	2007		Ten no. a year,	1680-0745	1995-1892	1015-9657	eng	Y	2007.0	Y	Y	IM	http://www.cvja.co.za/archive.php	Y	1680-0745																																																yes	2007.0	2022.0	1495.0	62.0	87.0	922.0	1.0	15.0	0.6167224080267558
0004743	Casopís lékar̆ů c̆eských	Cas Lek Cesk	Czech Republic	Praha	Ceskoslovenska Lekarska Spolecnost	1862		Bimonthly,	1805-4420	0008-7335	0008-7335	cze	N	1965.0	Y	N	IM		Y	1805-4420																																																yes	1948.0	2022.0	17885.0	37.0	35.0	3.0	1.0	74.0	0.00016773832820799552
9216789	Cellular and molecular biology (Noisy-le-Grand, France)	Cell Mol Biol (Noisy-le-grand)	France	Noisy-Le-Grand, France	C.M.B. Association	1992		Eight no. a year	1165-158X	0145-5680	0145-5680	eng	N	1992.0	Y	Y	IM	http://www.cellmolbiol.org/index.php/CMB	Y	1165-158X																																																yes	1992.0	2022.0	3804.0	94.0	330.0	750.0	1.0	30.0	0.1971608832807571
9417324	Central European journal of public health	Cent Eur J Public Health	Czech Republic	[Prague?]	TIGIS, Ltd. in association with the National Institute of Public Health	1993		Four no. a year		1210-7778	1210-7778	eng	Y	1993.0	Y	N	IM		Y	1210-7778																																																yes	1993.0	2022.0	1758.0	51.0	44.0	915.0	1.0	29.0	0.5204778156996587
0050734	Československá patologie	Cesk Patol	Czech Republic	Praha	Ceska Lekarska Spolecnost	1965		Four no. a year	1805-4498	1210-7875	1210-7875	cze	N	1971.0	Y	N	IM		Y	1805-4498																																																yes	1971.0	2022.0	1716.0	33.0	16.0	0.0	1.0	51.0	0.0
9600515	Ceská a slovenská oftalmologie : casopis Ceské oftalmologické spolecnosti a Slovenské oftalmologické spolecnosti	Cesk Slov Oftalmol	Czech Republic	Praha	Ceska Lekarska Spolecnost J. Ev. Purkyne	1995		Bimonthly	1805-4447	1211-9059	1211-9059	cze	Y	1995.0	Y	N	IM		Y	1805-4447																																																yes	1995.0	2022.0	1356.0	35.0	33.0	168.0	1.0	27.0	0.12389380530973451
9423768	Ceská gynekologie	Ceska Gynekol	Czech Republic	Praha	Ceská lékarska spolecnost J. E. Purkyne	1994		Six no. a year	1805-4455	1210-7832	1210-7832	cze	Y	1994.0	Y	N	IM		Y	1805-4455																																																yes	1994.0	2022.0	2358.0	63.0	56.0	119.0	1.0	28.0	0.05046649703138253
9433765	Ceská a Slovenská farmacie : casopis Ceské farmaceutické spolecnosti a Slovenské farmaceutické spolecnosti	Ceska Slov Farm	Czech Republic	Praha	Ceská lékarská spolecnost J. E. Purkyne	1994		Bimonthly		1210-7816	1210-7816	cze	Y	1994.0	Y	N	IM		Y	1210-7816																																																yes	1994.0	2022.0	976.0	33.0	21.0	15.0	1.0	28.0	0.015368852459016393
1264702	The Ceylon medical journal	Ceylon Med J	Sri Lanka	Colombo, Sri Lanka	Sri Lanka Medical Association	1952		Quarterly		0009-0875	0009-0875	eng	N	1965.0	Y	Y	IM	http://www.sljol.info/index.php/CMJ/issue/archive	Y	0009-0875																																																yes	1952.0	2021.0	2711.0	36.0	0.0	1154.0	1.0	69.0	0.42567318332718557
101183835	Chemical immunology and allergy	Chem Immunol Allergy	Switzerland	Basel ;	Karger	2003			1662-2898	1660-2242	0079-6034	eng	Y	2003.0	Y	Y	IM	http://www.karger.com/BookSeries/Home/224148	Y	1662-2898																																																yes	2003.0	2015.0	346.0	0.0	0.0	346.0	1.0	12.0	1.0
0377775	Chemical & pharmaceutical bulletin	Chem Pharm Bull (Tokyo)	Japan	Tokyo	Pharmaceutical Society of Japan.	1958		Monthly	1347-5223	0009-2363	0009-2363	eng	N	1963.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/cpb/	Y	1347-5223																																																yes	1958.0	2022.0	15664.0	160.0	141.0	15513.0	1.0	64.0	0.9903600612870276
101608375	Chinese clinical oncology	Chin Clin Oncol	China	Hong Kong	AME Publishing Company	2012		Quarterly	2304-3873	2304-3865	2304-3865	eng	N	2015.0	Y	Y	IM	http://www.thecco.net/issue/archive	Y	2304-3873																																																yes	2012.0	2022.0	695.0	60.0	43.0	695.0	1.0	10.0	1.0
100892845	The Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA)	Chin J Dent Res	England	New Malden, Great Britain	Quintessence Pub. Co.	1998		Quarterly	1867-5646	1462-6446	1462-6446	eng	N	2010.0	Y	Y	IM	http://www.quintpub.com/journals/cjdr/aboutjournal.php?journal_name=CJDR	Y	1867-5646																																																yes	1998.0	2022.0	429.0	30.0	24.0	207.0	1.0	24.0	0.4825174825174825
9213031	Chirurgia (Bucharest, Romania : 1990)	Chirurgia (Bucur)	Romania	Bucuresti	Editura Celsius	1990		Six no. a year		1221-9118	1221-9118	rum	N	1990.0	Y	N	IM		Y	1221-9118																																																yes	1991.0	2022.0	2574.0	138.0	74.0	588.0	1.0	31.0	0.22843822843822845
9918383081906676	Chirurgie (Heidelberg, Germany)	Chirurgie (Heidelb)	Germany	[Heidelberg, Germany]	Springer Medizin	2022		Monthly	2731-698X	2731-6971	2731-6971	ger	Y	2022.0	Y	Y	IM	https://link.springer.com/journal/104/volumes-and-issues	Y	2731-698X																																																yes	2022.0	2022.0	169.0	0.0	169.0	169.0	1.0	0.0	1.0
9713483	Ciência & saúde coletiva	Cien Saude Colet	Brazil	Rio de Janeiro	Associação Brasileira de Pós-Graduação em Saúde Coletiva	1996		Four nos. a year,	1678-4561	1413-8123	1413-8123	eng	N	2007.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=1413-8123&lng=en&nrm=iso	Y	1678-4561																																																yes	2007.0	2022.0	6108.0	564.0	410.0	5986.0	1.0	15.0	0.9800261951538966
8900492	Cirugía pediátrica : organo oficial de la Sociedad Española de Cirugía Pediátrica	Cir Pediatr	Spain	Barcelona	Pat Ediciones	1988		Quarterly	2445-2807	0214-1221	0214-1221	spa	N	1988.0	Y	Y	IM	http://www.secipe.org/sb11listrev.asp	Y	2445-2807																																																yes	1988.0	2022.0	1648.0	45.0	40.0	40.0	1.0	34.0	0.024271844660194174
101137683	Circulation journal : official journal of the Japanese Circulation Society	Circ J	Japan	Kyoto, Japan	Japanese Circulation Society	2002		Monthly	1347-4820	1346-9843	1346-9843	eng	Y	2002.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/circj/	Y	1347-4820																																																yes	2002.0	2022.0	7812.0	339.0	327.0	7781.0	1.0	20.0	0.996031746031746
8703441	Cleveland Clinic journal of medicine	Cleve Clin J Med	United States	[Cleveland, OH]	Cleveland Clinic Educational Foundation	1987		Twelve no. a year,	1939-2869	0891-1150	0891-1150	eng	N	1987.0	Y	Y	IM	http://www.ccjm.org/content/by/year	Y	1939-2869																																																yes	1987.0	2022.0	4492.0	142.0	105.0	4405.0	1.0	35.0	0.9806322350845948
101167661	Clinical advances in hematology & oncology : H&O	Clin Adv Hematol Oncol	United States	New York, NY	Millennium Medical Pub.	2003		Monthly		1543-0790	1543-0790	eng	N	2003.0	Y	Y	IM	http://www.hematologyandoncology.net/	Y	1543-0790																																																yes	2003.0	2022.0	2575.0	131.0	97.0	0.0	1.0	19.0	0.0
101597440	Clinical advances in periodontics	Clin Adv Periodontics	United States	Hanover, PA	Wiley Subscription Services, Inc.	2011		Quarterly	2163-0097	2573-8046	2163-0097	eng	N	2019.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/21630097	Y	2163-0097																																																yes	2011.0	2022.0	282.0	42.0	63.0	282.0	1.0	11.0	1.0
8308521	Clinical and experimental rheumatology	Clin Exp Rheumatol	Italy	Pisa	Clinical And Experimental Rheumatology S.A.S	1983		Bimonthly	1593-098X	0392-856X	0392-856X	eng	N	1983.0	Y	N	IM		Y	1593-098X																																																yes	1983.0	2022.0	9308.0	383.0	476.0	724.0	1.0	39.0	0.07778255264288784
7804071	Clinical and investigative medicine. Médecine clinique et experimentale	Clin Invest Med	Canada	Ottawa	Canadian Society for Clinical Investigation	1978		Quarterly,	1488-2353	0147-958X	0147-958X	eng	N	1978.0	Y	Y	IM	http://cimonline.ca	Y	1488-2353																																																yes	1978.0	2022.0	2205.0	38.0	17.0	625.0	1.0	44.0	0.2834467120181406
9705336	Clinical journal of oncology nursing	Clin J Oncol Nurs	United States	Pittsburgh, PA	Oncology Nursing Press	1997		Bimonthly,	1538-067X	1092-1095	1092-1095	eng	N	1997.0	Y	Y	N	https://www.ons.org/cjon/archives	Y	1538-067X	yes						Clinical Journal of Oncology Nursing	1538-067X	1092-1095	https://www.ons.org/cjon	3015.0	us	society_publisher	https://onf.ons.org/	Oncology Nursing Society	https://v2.sherpa.ac.uk/id/publisher_policy/3015	2017-04-20 14:38:45	2022-10-28 14:16:32	32825.0																													yes	1997.0	2022.0	2841.0	147.0	103.0	2592.0	1.0	25.0	0.9123548046462513
9705611	Clinical laboratory	Clin Lab	Germany	Mainz	Clinical Laboratory Publications	1997		Bimonthly,		1433-6510	1433-6510	eng	N	2000.0	Y	Y	IM	http://www.clin-lab-publications.com/	Y	1433-6510																																																yes	2000.0	2022.0	3923.0	361.0	333.0	2934.0	1.0	22.0	0.7478970175885802
101092853	Clinical medicine (London, England)	Clin Med (Lond)	England	London	The College	2001		Bimonthly	1473-4893	1470-2118	1470-2118	eng	Y	2001.0	Y	Y	IM	https://www.rcpjournals.org/	Y	1473-4893																																																yes	2001.0	2022.0	4326.0	274.0	185.0	4178.0	1.0	21.0	0.965788257050393
101175887	Clinical medicine & research	Clin Med Res	United States	Marshfield, WI	Marshfield Clinic	2003		Quarterly	1554-6179	1539-4182	1539-4182	eng	N	2003.0	Y	Y	IM	http://www.clinmedres.org/	Y	1554-6179																																																yes	2003.0	2022.0	545.0	29.0	22.0	544.0	1.0	19.0	0.998165137614679
