NlmUniqueID	Title	Country	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	Language	first_year	last_year	PMIDs	PMIDs_2021	PMIDs_2022	DOIs	unconquerables
8900070	Autoimmunity	England	Taylor & Francis	1988		Eight no. a year,	eng	1988.0	2023.0	2648.0	58.0	67.0	2622.0	
100909359	Autonomic neuroscience : basic & clinical	Netherlands	Elsevier	2000		Fourteen no, a year,	eng	2000.0	2022.0	2288.0	105.0	76.0	2281.0	
101265188	Autophagy	United States	Taylor & Francis	2005		Monthly,	eng	2005.0	2022.0	4058.0	331.0	426.0	4052.0	
0370617	Avian diseases	United States	American Association Of Avian Pathologists	1957		Four no. a year	eng	1963.0	2022.0	6964.0	93.0	47.0	2510.0	1.0
8210638	Avian pathology : journal of the W.V.P.A	England	Informa Healthcare	1972		Six no. a year,	eng	1972.0	2022.0	3291.0	61.0	68.0	3288.0	
101571817	Balkan medical journal	Turkey	Galenos Publishing House	2011		Bimonthly,	eng	2012.0	2022.0	1027.0	82.0	88.0	1025.0	
101208422	Basic & clinical pharmacology & toxicology	England	Blackwell	2004		Monthly	eng	2004.0	2022.0	2776.0	139.0	143.0	2766.0	
0360342	Basic research in cardiology	Germany	Steinkopff.	1973		Bimonthly	eng	1973.0	2022.0	3742.0	66.0	63.0	3637.0	
101245751	Behavioral and brain functions : BBF	England	BioMed Central	2005			eng	2005.0	2022.0	675.0	11.0	14.0	675.0	
8004872	Behavioural brain research	Netherlands	Elsevier/North-Holland Biomedical Press.	1980		Twenty no. a year,	eng	1980.0	2023.0	13564.0	514.0	411.0	13542.0	
7808666	The Behavioral and brain sciences	England	Cambridge Univ. Press.	1978		Bimonthly	eng	1992.0	2022.0	3423.0	206.0	312.0	3410.0	
9418292	Behavioural and cognitive psychotherapy	United States	Cambridge University Press	1993		Quarterly	eng	1995.0	2023.0	780.0	55.0	53.0	780.0	
0251711	Behavior genetics	United States	Kluwer Academic/Plenum Publishers	1970		Bimonthly	eng	1970.0	2022.0	2640.0	62.0	39.0	2631.0	
8804264	Behavioral medicine (Washington, D.C.)	United States		1988		Quarterly	eng	1988.0	2022.0	813.0	50.0	72.0	813.0	
7803043	Behavior modification	United States	Sage Publications	1977		Six no. a year,	eng	1978.0	2023.0	1404.0	44.0	77.0	1401.0	
8914585	Behavioural neurology	Netherlands	Hindawi	1988			eng	1988.0	2022.0	1233.0	66.0	55.0	1216.0	
8302411	Behavioral neuroscience	United States	American Psychological Association	1983		Bimonthly	eng	1983.0	2022.0	4254.0	74.0	56.0	4021.0	
9013016	Behavioural pharmacology	England	Lippincott Williams and Wilkins	1989		Eight no. a year,	eng	1989.0	2022.0	2486.0	66.0	56.0	2023.0	
7703854	Behavioural processes	Netherlands	Elsevier Scientific Pub. Co.	1976		Twelve no. a year	eng	1976.0	2022.0	4540.0	153.0	152.0	4534.0	
101244316	Behavior research methods	United States	Springer	2005		Quarterly	eng	2005.0	2022.0	2621.0	175.0	418.0	2620.0	
0372477	Behaviour research and therapy	England	Elsevier Science	1963		13 no. a year,	eng	1963.0	2022.0	5558.0	142.0	145.0	5539.0	
8404861	Behavioral sciences & the law	United States	John Wiley And Sons	1983		Quarterly	eng	1985.0	2022.0	1307.0	46.0	51.0	1305.0	
101149327	Behavioral sleep medicine	England	Routledge	2003		Five no. a year,	eng	2003.0	2022.0	736.0	60.0	103.0	736.0	
1251640	Behavior therapy	England	Elsevier	1970		Quarterly,	eng	1975.0	2022.0	1176.0	122.0	93.0	1176.0	
101125284	Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences	China	Beijing da xue	2001		Bimonthly	chi	2003.0	2022.0	3390.0	147.0	141.0	125.0	1.0
101507616	Beneficial microbes	Netherlands	Wageningen Academic Publishers	2010		Quarterly	eng	2010.0	2022.0	768.0	49.0	36.0	768.0	
7909914	Berichte zur Wissenschaftsgeschichte	Germany	Wiley-VCH	1978		Four no. a year	ger	1978.0	2022.0	522.0	23.0	42.0	509.0	
101121446	Best practice & research. Clinical anaesthesiology	Netherlands	Elsevier	2001		Quarterly	eng	2002.0	2022.0	944.0	51.0	27.0	932.0	
101120682	Best practice & research. Clinical endocrinology & metabolism	Netherlands	Elsevier	2001		Bimonthly,	eng	2001.0	2022.0	1330.0	62.0	75.0	1330.0	
101120605	Best practice & research. Clinical gastroenterology	Netherlands	Elsevier	2001		Bimonthly	eng	2001.0	2022.0	1458.0	38.0	23.0	1458.0	
101120659	Best practice & research. Clinical haematology	Netherlands	Elsevier	2001		Quarterly	eng	2001.0	2022.0	1065.0	55.0	19.0	1059.0	1.0
101121582	Best practice & research. Clinical obstetrics & gynaecology	Netherlands	Elsevier	2001		Bimonthly	eng	2001.0	2022.0	1754.0	92.0	109.0	1754.0	
101121149	Best practice & research. Clinical rheumatology	Netherlands	Elsevier	2001		Six no. a year,	eng	2001.0	2022.0	1392.0	43.0	39.0	1373.0	
101631218	Big data	United States	Mary Ann Liebert, Inc.	2013		Bimonthly,	eng	2013.0	2022.0	394.0	56.0	63.0	389.0	
101512484	Bioanalysis	England	Future Science	2009		Twenty-four issues a year,	eng	2009.0	2022.0	3054.0	157.0	101.0	2991.0	
0372516	Biochemical and biophysical research communications	United States	Elsevier	1959		Weekly (except the first week of Jan. and the last week of Dec.),	eng	1960.0	2022.0	92027.0	1482.0	1453.0	91932.0	
8606068	Biochemistry and cell biology = Biochimie et biologie cellulaire	Canada	Canadian Science Publishing	1986		Bimonthly,	eng	1986.0	2022.0	3393.0	92.0	57.0	3094.0	
0126611	Biochemical genetics	United States	Kluwer Academic/Plenum Publishers	1967		Twelve no. a year	eng	1967.0	2022.0	3653.0	94.0	212.0	3598.0	
2984726R	The Biochemical journal	England	Published by Portland Press on behalf of the Biochemical Society	1906		Twenty eight no. a year	eng	1906.0	2022.0	56223.0	251.0	140.0	52263.0	
9610305	Biochemia medica	Croatia	Croatian Society for Medical Biochemistry and Laboratory Medicine	1993		Three no. a year,	eng	2011.0	2022.0	607.0	52.0	51.0	596.0	
100970605	Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology	United States	John Wiley & sons	2000		Six no. a year	eng	2004.0	2022.0	1610.0	109.0	104.0	1610.0	
0101032	Biochemical pharmacology	England	Elsevier Science	1958		Monthly,	eng	1959.0	2022.0	28022.0	425.0	420.0	27938.0	
7506897	Biochemical Society transactions	England	Portland Press On The Behalf Of The Biochemical Society	1973		Quarterly	eng	1973.0	2022.0	17195.0	232.0	159.0	16888.0	
0370623	Biochemistry	United States	American Chemical Society.	1962		Weekly,	eng	1962.0	2022.0	66533.0	368.0	313.0	66439.0	
0376536	Biochemistry. Biokhimii︠a︡	United States	MAIK Nauka/Interperiodica	1956			eng	1997.0	2022.0	4472.0	147.0	113.0	3727.0	
101731706	Biochimica et biophysica acta. Bioenergetics	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	617.0	98.0	65.0	617.0	
101731713	Biochimica et biophysica acta. Biomembranes	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	1386.0	195.0	177.0	1386.0	
101731726	Biochimica et biophysica acta. General subjects	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	1408.0	192.0	149.0	1408.0	
101731723	Biochimica et biophysica acta. Gene regulatory mechanisms	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2022.0	544.0	53.0	61.0	544.0	
101731730	Biochimica et biophysica acta. Molecular basis of disease	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	1721.0	204.0	213.0	1721.0	
101731727	Biochimica et biophysica acta. Molecular and cell biology of lipids	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	917.0	144.0	101.0	917.0	
101731731	Biochimica et biophysica acta. Molecular cell research	Netherlands	Elsevier	2017		Monthly	eng	2017.0	2023.0	1139.0	193.0	153.0	1139.0	
101731734	Biochimica et biophysica acta. Proteins and proteomics	Netherlands	Elsevier	2017		Monthly	eng	2016.0	2023.0	734.0	89.0	55.0	734.0	
9806362	Biochimica et biophysica acta. Reviews on cancer	Netherlands	Elsevier	2017		Four issues a year	eng	2017.0	2022.0	595.0	153.0	144.0	595.0	
1264604	Biochimie	France	Editions Scientifiques Elsevier	1971		Twelve no. a year	eng	1971.0	2022.0	8981.0	195.0	236.0	8687.0	
9010319	Bioconjugate chemistry	United States	American Chemical Society	1990		Twelve issues a year,	eng	1990.0	2022.0	6850.0	250.0	248.0	6850.0	
9712121	Biocontrol science	Japan	Society for Antibacterial and Antifungal Agents, Japan	1996		Quarterly,	eng	2006.0	2022.0	472.0	31.0	21.0	472.0	1.0
9100834	Biodegradation	Netherlands	Kluwer Academic Publishers	1990		Six no. a year,	eng	1990.0	2022.0	1519.0	45.0	44.0	1517.0	
101500303	Biodemography and social biology	United States	Routledge	2008		Semiannual	eng	2008.0	2022.0	227.0	6.0	17.0	227.0	
9705305	BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy	New Zealand	Adis, Springer International	1997		Six no. a year	eng	1997.0	2022.0	1383.0	52.0	60.0	1383.0	
100953583	Bioelectrochemistry (Amsterdam, Netherlands)	Netherlands	Elsevier	2000		Six no. a year	eng	2000.0	2023.0	2470.0	200.0	233.0	2466.0	
8008281	Bioelectromagnetics	United States	Wiley-Liss	1980		8 no. a year,	eng	1980.0	2022.0	2633.0	56.0	36.0	2514.0	
101581063	Bioengineered	United States	Taylor & Francis	2012		Bimonthly	eng	2012.0	2022.0	2730.0	1027.0	1101.0	2729.0	
8510851	BioEssays : news and reviews in molecular, cellular and developmental biology	United States	Wiley	1984		Twelve no. a year	eng	1985.0	2022.0	5256.0	204.0	166.0	5253.0	
8704792	Bioethics	England	Wiley-Blackwell	1987		Nine no. a year,	eng	1987.0	2022.0	1999.0	123.0	157.0	1974.0	
101521964	Biofabrication	England	IOP Pub.	2009		Quarterly	eng	2009.0	2022.0	1059.0	139.0	119.0	1058.0	
8807441	BioFactors (Oxford, England)	Netherlands	Ios Press	1988		Six no. a year,	eng	1988.0	2022.0	2152.0	76.0	115.0	1959.0	
9200331	Biofouling	England	Taylor & Francis	1988		Five no. a year.	eng	1990.0	2022.0	1564.0	74.0	66.0	1562.0	
100930043	Biogerontology	Netherlands	Kluwer Academic	2000		Quarterly	eng	2000.0	2022.0	1256.0	45.0	56.0	1253.0	
9808944	Bioinformatics (Oxford, England)	England	Oxford University Press	1998		Twenty-four no. a year,	eng	1998.0	2022.0	16746.0	1226.0	847.0	16737.0	
101292902	Bioinspiration & biomimetics	England	Institute of Physics Publishing	2006		Quarterly	eng	2006.0	2022.0	1365.0	142.0	141.0	1364.0	
101275679	Biointerphases	United States	AIP Publishing	2006		Quarterly	eng	2006.0	2022.0	942.0	40.0	37.0	942.0	
101544020	Biologie aujourd'hui	France	La Société de biologie	2010		Quarterly	fre	2010.0	2022.0	313.0	13.0	8.0	313.0	
2984727R	The Biological bulletin	United States	University of Chicago Press	1899		Bimonthly	eng	1945.0	2022.0	4187.0	47.0	29.0	3763.0	
8108529	Biology of the cell	England	Wiley-Blackwell	1981		Monthly,	eng	1983.0	2022.0	2274.0	35.0	27.0	1973.0	
9700112	Biological chemistry	Germany	Walter De Gruyter	1996		Monthly	eng	1996.0	2023.0	4034.0	121.0	88.0	3829.0	
7502533	Biological cybernetics	Germany	Springer Verlag	1975		Twelve no. a year	ger	1975.0	2022.0	3278.0	49.0	46.0	3256.0	
101258412	Biology direct	England	BioMed Central	2006			eng	2006.0	2022.0	741.0	27.0	39.0	741.0	
101738236	Biologia futura	Switzerland	Springer International Publishing ;	2019		Quarterly	eng	2019.0	2022.0	177.0	56.0	39.0	177.0	
101247722	Biology letters	England	The Royal Society	2005		Monthly,	eng	2005.0	2022.0	3910.0	171.0	178.0	3910.0	
101578018	Biology open	England	Company of Biologists Ltd.	2011			eng	2012.0	2022.0	1932.0	139.0	139.0	1932.0	
9311984	Biological & pharmaceutical bulletin	Japan	Pharmaceutical Society of Japan	1993		Monthly	eng	1993.0	2022.0	10272.0	265.0	264.0	10269.0	1.0
0213264	Biological psychiatry	United States	Elsevier	1969		24 no. a year,	eng	1969.0	2023.0	13144.0	301.0	332.0	11718.0	
101671285	Biological psychiatry. Cognitive neuroscience and neuroimaging	United States	Elsevier, Inc.	2016		Eight times a year,	eng	2016.0	2022.0	928.0	159.0	196.0	928.0	
0375566	Biological psychology	Netherlands	Elsevier Science B.V	1973		Nine no. a year	eng	1973.0	2022.0	3686.0	156.0	153.0	3662.0	
0207224	Biology of reproduction	United States	Oxford University Press	1969		Monthly	eng	1969.0	2022.0	15216.0	255.0	267.0	15132.0	
9308271	Biological research	England	Biomed Central, Ltd	1992		Quarterly	eng	1992.0	2022.0	1382.0	44.0	37.0	1158.0	
9815758	Biological research for nursing	United States	Sage Publications, Inc.	1999		Quarterly	eng	1999.0	2022.0	1073.0	72.0	81.0	1073.0	
0414576	Biological reviews of the Cambridge Philosophical Society	England	Cambridge University Press.	1935		Quarterly	eng	1945.0	2022.0	1690.0	137.0	132.0	1683.0	
101548963	Biology of sex differences	England	BioMed Central	2010			eng	2010.0	2022.0	548.0	66.0	69.0	548.0	
7911509	Biological trace element research	United States	Humana Press.	1979		Eighteen no. a year,	eng	1979.0	2022.0	8567.0	499.0	890.0	8548.0	
9004494	Biologicals : journal of the International Association of Biological Standardization	England	Academic Press	1990		Six no. a year,	eng	1990.0	2022.0	1928.0	45.0	35.0	1897.0	
7708048	Biometrical journal. Biometrische Zeitschrift	Germany	Wiley-VCH Verlag GmbH & Co. KGaA	1977		Six no. a year,	eng	1979.0	2022.0	1508.0	100.0	115.0	1505.0	
100892849	Biomacromolecules	United States	American Chemical Society	2000		Bimonthly,	eng	2000.0	2022.0	9474.0	467.0	474.0	9471.0	
101312535	Biomarkers in medicine	England	Future Medicine	2007		Eighteen issues a year,	eng	2007.0	2022.0	1774.0	163.0	90.0	1734.0	
9606000	Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals	England	Tayor & Francis	1996		Bimonthly	eng	1996.0	2022.0	1888.0	91.0	100.0	1885.0	
9918383886206676	Biomaterials advances	Netherlands	Elsevier B.V.	2022			eng	2022.0	2022.0	517.0		517.0	517.0	
101593571	Biomaterials science	England	Royal Society of Chemistry	2013		Monthly	eng	2013.0	2022.0	3317.0	638.0	543.0	3317.0	
8100316	Biomaterials	Netherlands	Elsevier Science	1980		Twenty four no. a year	eng	1980.0	2022.0	18251.0	704.0	575.0	18198.0	
101135325	Biomechanics and modeling in mechanobiology	Germany	Springer	2002		Six no. a year	eng	2002.0	2022.0	1699.0	153.0	133.0	1699.0	
8610241	Biomedical chromatography : BMC	England	Wiley	1986		Ten no. a year,	eng	1986.0	2022.0	5381.0	250.0	319.0	5379.0	
101147518	Biomedical engineering online	England	BioMed Central	2002			eng	2002.0	2022.0	1939.0	132.0	84.0	1939.0	
8909524	Biomedical and environmental sciences : BES	China	Chinese Center for Disease Control and Prevention	1988		Monthly,	eng	1988.0	2022.0	2741.0	140.0	136.0	1743.0	
8905560	Biomedical instrumentation & technology	United States	Published by Hanley & Belfus for the Association	1989		Bimonthly	eng	1989.0	2022.0	3049.0	30.0	10.0	2228.0	1.0
101599820	Biomedical journal	United States	Elsevier	2012		Bimonthly	eng	2012.0	2022.0	764.0	131.0	140.0	764.0	
101196966	Biomedit︠s︡inskai︠a︡ khimii︠a︡	Russia (Federation)	Rossiĭskai︠a︡ akademii︠a︡ medit︠s︡inskikh nauk	2003		Six no. a year	rus	2003.0	2022.0	1333.0	56.0	37.0	811.0	1.0
101285195	Biomedical materials (Bristol, England)	England	Institute of Physics Pub.	2006		Six no. a year,	eng	2006.0	2022.0	1956.0	259.0	158.0	1954.0	
9104021	Bio-medical materials and engineering	Netherlands	IOS Press	1991		Six no. a year,	eng	1991.0	2022.0	2045.0	30.0	62.0	1364.0	
100887374	Biomedical microdevices	United States	Springer US	1998		Six no. a year	eng	1999.0	2022.0	1720.0	62.0	36.0	1719.0	
101140142	Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia	Czech Republic	Vydavatelství Univerzity Palackého	1985		Two issues a year,	cze	2001.0	2022.0	1373.0	86.0	88.0	1204.0	
8213295	Biomedicine & pharmacotherapy = Biomédecine & pharmacothérapie	France	Editions Scientifiques Elsevier	1982		Ten no. a year	eng	1982.0	2022.0	13549.0	1393.0	1661.0	12879.0	
101675002	Biomedical physics & engineering express	England	IOP Publishing Ltd.	2015		Bimonthly,	eng	2015.0	2022.0	621.0	182.0	160.0	621.0	
8100317	Biomedical research (Tokyo, Japan)	Japan	Biomedical Research Foundation	1980		Six no. a year	eng	1998.0	2022.0	718.0	28.0	19.0	718.0	1.0
101600173	BioMed research international	United States	Hindawi Pub. Co.	2012			eng	2013.0	2022.0	23598.0	2035.0	1951.0	23598.0	
1262533	Biomedizinische Technik. Biomedical engineering	Germany	Walter de Gruyter Publishers	1971		Bimonthly,	eng	1971.0	2022.0	4530.0	47.0	57.0	3585.0	
8205605	Biomédica : revista del Instituto Nacional de Salud	Colombia	Instituto Nacional de Salud	1981		Quarterly	spa	2001.0	2022.0	1784.0	103.0	71.0	1110.0	
9208478	Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine	Netherlands	Kluwer Academic Publishers	1992		Six no. a year,	eng	1992.0	2022.0	2129.0	87.0	127.0	2126.0	
0370625	Biometrics	United States	Biometric Society	1945		Quarterly	eng	1946.0	2022.0	5754.0	208.0	277.0	3583.0	
9918522188506676	Biomolecules and biomedicine	Bosnia and Herzegovina	Association of Basic Medical Sciences of FBIH	2023			eng							
101518829	Biomolecular concepts	Germany	Walter de Gruyter	2010		Bimonthly	eng	2010.0	2022.0	432.0	21.0	27.0	432.0	
101472371	Biomolecular NMR assignments	Netherlands	Springer	2007		Semiannual	eng	2007.0	2022.0	1100.0	76.0	63.0	1100.0	
101596414	Biomolecules	Switzerland	MDPI	2011		Four issues a year	eng	2011.0	2022.0	6841.0	1925.0	1660.0	6841.0	
1303703	Bioorganic chemistry	United States	Elsevier	1971		Bimonthly,	eng	1986.0	2023.0	4772.0	914.0	658.0	4772.0	
9413298	Bioorganic & medicinal chemistry	England	Elsevier Science	1993		Twelve no. a year	eng	1993.0	2022.0	16095.0	452.0	342.0	16085.0	
9107377	Bioorganic & medicinal chemistry letters	England	Elsevier Science Ltd	1991		Semimonthly,	eng	1993.0	2023.0	25348.0	552.0	376.0	25342.0	
7911226	Biopharmaceutics & drug disposition	England	Wiley	1979		Nine no. a year	eng	1979.0	2022.0	2169.0	38.0	29.0	2168.0	
0403171	Biophysical chemistry	Netherlands	Elsevier Science B.V	1973		18 no. a year,	eng	1973.0	2023.0	5269.0	115.0	117.0	5223.0	
0370626	Biophysical journal	United States	Cell Press	1960		Twenty-four no. a year	eng	1960.0	2022.0	24706.0	509.0	479.0	24594.0	
0372525	Biopolymers	United States	Wiley	1963		Twenty four no. a year,	eng	1965.0	2022.0	7712.0	56.0	30.0	7681.0	
101507284	Biopreservation and biobanking	United States	Mary Ann Liebert	2008		Six no. a year,	eng	2008.0	2022.0	1054.0	85.0	130.0	1054.0	
101088505	Bioprocess and biosystems engineering	Germany	Springer-Verlag	2001		Six no. a year	eng	2002.0	2022.0	2918.0	222.0	188.0	2918.0	
9889523	Bioresource technology	England	Elsevier Applied Science ;	1991		Twenty four issues a year,	eng	2001.0	2023.0	25919.0	1678.0	2015.0	25905.0	
0372526	Biorheology	Netherlands	IOS Press	1962		Bimonthly	eng	1965.0	2022.0	2154.0	10.0	2.0	1485.0	
9205717	Bioscience, biotechnology, and biochemistry	England	Oxford University Press	1992		Monthly	eng	1992.0	2022.0	12137.0	314.0	224.0	12122.0	
8102797	Bioscience reports	England	Portland Press on behalf of the Biochemical Society	1981		Bimonthly	eng	1981.0	2022.0	5621.0	504.0	229.0	5613.0	
101502754	Bioscience trends	Japan	International Research and Cooperation Association for Bio & Socio-Sciences Advancement	2007		Bimonthly	eng	2007.0	2022.0	954.0	63.0	62.0	715.0	1.0
9001289	Biosensors & bioelectronics	England	Elsevier Advanced Technology	1990		Semimonthly,	eng	1990.0	2023.0	14194.0	733.0	1003.0	14168.0	
101609191	Biosensors	Switzerland	MDPI Pub.	2011		Quarterly	eng	2011.0	2022.0	2341.0	533.0	1037.0	2341.0	
100897327	Biostatistics (Oxford, England)	England	Oxford University Press	2000		Quarterly	eng	2000.0	2022.0	1279.0	83.0	107.0	1279.0	
0430773	Bio Systems	Ireland	Elsevier Science Ireland	1974		Fifteen no. a year	eng	1974.0	2022.0	3672.0	155.0	134.0	3650.0	
9107378	Biotechnic & histochemistry : official publication of the Biological Stain Commission	England	Taylor & Francis	1991		Bimonthly	eng	1991.0	2023.0	1668.0	75.0	82.0	1599.0	
8306785	BioTechniques	England	Future Science	1983		Monthly	eng	1988.0	2022.0	7107.0	91.0	79.0	4773.0	
8403708	Biotechnology advances	England	Elsevier Science	1983		8 no. a year,	eng	1983.0	2022.0	2218.0	118.0	174.0	2212.0	
8609465	Biotechnology and applied biochemistry	United States	Wiley-Blackwell	1986		Bimonthly,	eng	1986.0	2022.0	2773.0	172.0	306.0	2178.0	
7502021	Biotechnology and bioengineering	United States	Wiley	1962		28 no. a year	eng	1969.0	2023.0	13831.0	381.0	304.0	13453.0	
8510274	Biotechnology & genetic engineering reviews	England	Taylor & Francis	1984		Annual	eng	1984.0	2022.0	435.0	9.0	40.0	416.0	
101265833	Biotechnology journal	Germany	Wiley-VCH Verlag	2006		Monthly	eng	2006.0	2022.0	2865.0	152.0	146.0	2858.0	
8008051	Biotechnology letters	Netherlands	Kluwer Academic Publishers	1979		Biweekly,	eng	1979.0	2022.0	5390.0	200.0	123.0	5383.0	
8506292	Biotechnology progress	United States	Wiley-Blackwell	1985		Bimonthly,	eng	1985.0	2022.0	5130.0	136.0	99.0	5130.0	
100883596	Bipolar disorders	Denmark	Wiley-Blackwell Munksgaard	1999		Bimonthly,	eng	1999.0	2022.0	2220.0	131.0	123.0	2205.0	
8302042	Birth (Berkeley, Calif.)	United States	Wiley-Blackwell	1982		Quarterly	eng	1982.0	2022.0	1896.0	61.0	116.0	1851.0	
101701004	Birth defects research	United States	John Wiley & Sons, Inc.	2017		Twenty issues per year	eng	2017.0	2022.0	833.0	122.0	142.0	833.0	
100935741	BJOG : an international journal of obstetrics and gynaecology	England	Wiley-Blackwell	2000		Monthly	eng	2000.0	2023.0	8295.0	421.0	429.0	8016.0	
101722685	BJS open	England	Oxford University Press	2017		Six issues per year	eng	2017.0	2022.0	687.0	205.0	154.0	687.0	
100886721	BJU international	England	Blackwell Science	1999		Twenty four no. a year,	eng	1999.0	2022.0	12198.0	247.0	327.0	12046.0	
7603509	Blood	United States	Elsevier	1946		Weekly, except for the last week in December,	eng	1946.0	2022.0	50113.0	949.0	1000.0	28148.0	
101698425	Blood advances	United States	American Society of Hematology	2016		Semimonthly	eng	2016.0	2022.0	3365.0	576.0	912.0	3365.0	
101764786	Blood cancer discovery	United States	American Association for Cancer Research	2020			eng	2020.0	2022.0	141.0	58.0	53.0	141.0	1.0
101568469	Blood cancer journal	United States	Nature Pub. Group	2011		Irregular	eng	2011.0	2022.0	1373.0	203.0	164.0	1373.0	
9509932	Blood cells, molecules & diseases	United States	Academic Press	1995		Eight  no. a year,	eng	1995.0	2023.0	2426.0	88.0	29.0	2418.0	
9102551	Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis	England	Lippincott Williams And Wilkins	1990		Eight no. a year,	eng	1990.0	2022.0	4322.0	106.0	92.0	3857.0	
9301454	Blood pressure	England	Taylor & Francis	1992		Bimonthly,	eng	1992.0	2023.0	1691.0	57.0	40.0	1649.0	
9606438	Blood pressure monitoring	England	Lippincott Williams & Wilkins	1996		Bimonthly	eng	1996.0	2022.0	1680.0	75.0	97.0	1415.0	
8402040	Blood purification	Switzerland	S. Karger	1983		6 no. a year,	eng	1985.0	2022.0	2655.0	136.0	167.0	2649.0	
8708558	Blood reviews	England	Elsevier	1987		Four no. a year	eng	1987.0	2022.0	1273.0	90.0	89.0	1265.0	
101237479	Blood transfusion = Trasfusione del sangue	Italy	SIMTI servizi	2003		Bimonthly,	eng	2007.0	2022.0	1461.0	82.0	105.0	1459.0	1.0
101465334	BMB reports	Korea (South)	Korean Society for Biochemistry and Molecular Biology	2008		Monthly	eng	2008.0	2022.0	1712.0	87.0	107.0	1256.0	
100968535	BMC anesthesiology	England	BioMed Central	2001			eng	2001.0	2022.0	2257.0	319.0	377.0	2257.0	
100965194	BMC bioinformatics	England	BioMed Central	2000			eng	2000.0	2022.0	11279.0	604.0	552.0	11241.0	
101190720	BMC biology	England	BioMed Central	2003			eng	2003.0	2022.0	2227.0	268.0	270.0	2227.0	
101088663	BMC biotechnology	England	BioMed Central	2001			eng	2001.0	2022.0	1654.0	71.0	38.0	1654.0	
100967800	BMC cancer	England	BioMed Central	2001			eng	2001.0	2022.0	14510.0	1356.0	1277.0	14509.0	
100968539	BMC cardiovascular disorders	England	BioMed Central	2001			eng	2001.0	2022.0	3816.0	626.0	530.0	3816.0	
101761232	BMC complementary medicine and therapies	England	BioMed Central	2020		Annual	eng	2020.0	2022.0	1006.0	304.0	322.0	1006.0	
101775613	BMC ecology and evolution	England	BioMed Central	2021			eng	2021.0	2022.0	366.0	226.0	140.0	366.0	
100968543	BMC emergency medicine	England	BioMed Central	2001			eng	2001.0	2022.0	948.0	162.0	196.0	948.0	
101088676	BMC endocrine disorders	England	BioMed Central	2001			eng	2001.0	2022.0	1519.0	247.0	303.0	1519.0	
100968547	BMC gastroenterology	England	BioMed Central	2001			eng	2001.0	2022.0	3593.0	494.0	503.0	3593.0	
101775394	BMC genomic data	England	BioMed Central	2021			eng	2021.0	2022.0	140.0	57.0	83.0	140.0	
100965258	BMC genomics	England	BioMed Central	2000			eng	2000.0	2022.0	15210.0	915.0	814.0	15206.0	
100968548	BMC geriatrics	England	BioMed Central	2001			eng	2001.0	2022.0	4332.0	730.0	940.0	4332.0	
101088677	BMC health services research	England	BioMed Central	2001			eng	2001.0	2022.0	11701.0	1367.0	1489.0	11701.0	
100966980	BMC immunology	England	BioMed Central	2000			eng	2000.0	2022.0	1086.0	82.0	59.0	1086.0	
100968551	BMC infectious diseases	England	BioMed Central	2001			eng	2001.0	2022.0	10584.0	1283.0	912.0	10581.0	
101190723	BMC medicine	England	BioMed Central	2003			eng	2003.0	2022.0	3559.0	323.0	467.0	3559.0	
101088679	BMC medical education	England	BioMed Central	2001			eng	2001.0	2022.0	4749.0	626.0	843.0	4749.0	
101088680	BMC medical ethics	England	BioMed Central	2000			eng	2000.0	2022.0	1199.0	170.0	129.0	1199.0	
101319628	BMC medical genomics	England	BioMed Central	2008			eng	2008.0	2022.0	1890.0	299.0	254.0	1890.0	
100968553	BMC medical imaging	England	BioMed Central	2001			eng	2001.0	2022.0	1139.0	195.0	215.0	1139.0	
101088682	BMC medical informatics and decision making	England	BioMed Central	2001			eng	2001.0	2022.0	2856.0	373.0	326.0	2856.0	
100968545	BMC medical research methodology	England	BioMed Central	2001			eng	2001.0	2022.0	2955.0	287.0	312.0	2955.0	
100966981	BMC microbiology	England	BioMed Central	2001			eng	2001.0	2022.0	4862.0	352.0	292.0	4862.0	
101741148	BMC molecular and cell biology	England	BioMed Central	2019			eng	2019.0	2022.0	261.0	59.0	51.0	261.0	
100968565	BMC musculoskeletal disorders	England	BioMed Central	2000			eng	2000.0	2022.0	7936.0	1060.0	1078.0	7936.0	
100967793	BMC nephrology	England	BioMed Central	2000			eng	2000.0	2022.0	3918.0	420.0	388.0	3917.0	
100968555	BMC neurology	England	BioMed Central	2001			eng	2001.0	2022.0	3901.0	496.0	454.0	3901.0	
