NlmUniqueID	MeshHeading	sherpa_id_x	sherpa_has_oa_path	embargo	sherpa_id_y	embargo_published_version	embargo_accepted_version	sherpa_oa_green	sherpa_id	additional_oa_fee	sherpa_oa_hybrid
9309668	Mental Disorders	7433.0	yes	12.0	7433.0		12.0	yes	7433.0	yes	hybrid or gold
16430170R	Disabled Persons										
8218602	Crisis Intervention	8443.0	yes	0.0	8443.0		0.0	yes	8443.0	yes	hybrid or gold
8218602	Suicide	8443.0	yes	0.0	8443.0		0.0	yes	8443.0	yes	hybrid or gold
101738191	Clustered Regularly Interspaced Short Palindromic Repeats	37039.0	yes	0.0	37039.0		0.0	yes	37039.0	yes	hybrid or gold
101738191	Gene Editing	37039.0	yes	0.0	37039.0		0.0	yes	37039.0	yes	hybrid or gold
101738191	Genetic Research	37039.0	yes	0.0	37039.0		0.0	yes	37039.0	yes	hybrid or gold
9801902	Critical Care	2515.0	yes	0.0	2515.0	0.0	0.0	yes			
8507720	Critical Care	4759.0	yes	12.0	4759.0		12.0	yes	4759.0	yes	hybrid or gold
0355501	Emergency Medical Services	8751.0	yes	0.0	8751.0	0.0	12.0	yes	8751.0	yes	hybrid or gold
0355501	Intensive Care Units	8751.0	yes	0.0	8751.0	0.0	12.0	yes	8751.0	yes	hybrid or gold
8912620	Critical Care	4760.0	yes	12.0	4760.0		12.0	yes	4760.0	yes	hybrid or gold
8912620	Nursing Care	4760.0	yes	12.0	4760.0		12.0	yes	4760.0	yes	hybrid or gold
8704517	Critical Care	8752.0	yes	12.0	8752.0		12.0	yes			
8704517	Education, Nursing, Continuing	8752.0	yes	12.0	8752.0		12.0	yes			
8704517	Emergencies	8752.0	yes	12.0	8752.0		12.0	yes			
8207799	Critical Care	10923.0	yes								
8207799	Nursing	10923.0	yes								
100888170	Anesthesia										
100888170	Critical Care										
100888170	Emergency Medicine										
100888170	Resuscitation										
7802334	Critical Care										
7802334	Intensive Care Units										
9886098	Acquired Immunodeficiency Syndrome										
9886098	Consumer Advocacy										
101165286	Cardiovascular Diseases	8753.0	yes	0.0	8753.0	0.0	12.0	yes	8753.0	yes	hybrid or gold
101165286	Evidence-Based Medicine	8753.0	yes	0.0	8753.0	0.0	12.0	yes	8753.0	yes	hybrid or gold
9004784	Chemistry Techniques, Analytical	5129.0	yes	12.0	5129.0		12.0	yes	5129.0	yes	hybrid or gold
8903774	Biochemistry	784.0	yes	12.0	784.0		12.0	yes	784.0	yes	hybrid or gold
8903774	Molecular Biology	784.0	yes	12.0	784.0		12.0	yes	784.0	yes	hybrid or gold
8208626	Biomedical Engineering										
8208627	Biomedical Engineering	3523.0	yes	12.0	3523.0		12.0	yes	3523.0	yes	hybrid or gold
8505177	Biomedical Engineering	785.0	yes	12.0	785.0		12.0	yes	785.0	yes	hybrid or gold
8505177	Biomedical Technology	785.0	yes	12.0	785.0		12.0	yes	785.0	yes	hybrid or gold
8914816	Clinical Laboratory Techniques	786.0	yes	12.0	786.0		12.0	yes	786.0	yes	hybrid or gold
101136418	Diagnostic Imaging										
101136418	Tomography, X-Ray Computed										
8914817	Diagnostic Imaging										
9007261	Cells	3524.0	yes	12.0	3524.0		12.0	yes	3524.0	yes	hybrid or gold
9007261	Eukaryotic Cells	3524.0	yes	12.0	3524.0		12.0	yes	3524.0	yes	hybrid or gold
9007261	Gene Expression Regulation	3524.0	yes	12.0	3524.0		12.0	yes	3524.0	yes	hybrid or gold
8914818	Food	5131.0	yes	12.0	5131.0		12.0	yes	5131.0	yes	hybrid or gold
8914818	Food-Processing Industry	5131.0	yes	12.0	5131.0		12.0	yes	5131.0	yes	hybrid or gold
8914818	Nutritional Physiological Phenomena	5131.0	yes	12.0	5131.0		12.0	yes	5131.0	yes	hybrid or gold
8914819	Immunity	3544.0	yes	12.0	3544.0		12.0	yes	3544.0	yes	hybrid or gold
8712374	Information Systems										
8712374	Medicine										
8914274	Microbiology	787.0	yes	12.0	787.0		12.0	yes	787.0	yes	hybrid or gold
8710803	Neurobiology										
8914610	Neoplasms	3546.0	yes	12.0	3546.0		12.0	yes	3546.0	yes	hybrid or gold
8914610	Oncogenes	3546.0	yes	12.0	3546.0		12.0	yes	3546.0	yes	hybrid or gold
8916049	Hematologic Diseases	15170.0	yes	12.0	15170.0		12.0	yes	15170.0	yes	hybrid or gold
8916049	Neoplasms	15170.0	yes	12.0	15170.0		12.0	yes	15170.0	yes	hybrid or gold
9009999	Dentistry										
9009999	Mouth										
9009999	Mouth Diseases										
8511159	Pharmaceutical Preparations	3548.0	yes	12.0	3548.0		12.0	yes	3548.0	yes	hybrid or gold
8914275	Toxicology	788.0	yes	12.0	788.0		12.0	yes	788.0	yes	hybrid or gold
9109511	Anesthesia										
9109511	Nurse Anesthetists										
9424324	Medicine	40202.0	yes								
16430260R	Skin										
16430280R	Medicine										
7805961	Education, Continuing										
7805961	Health Occupations										
7805961	Job Satisfaction										
7805961	Personnel Management										
1300264	Health Education										
1300264	Health Occupations										
1300264	Health Workforce										
101654608	Minimally Invasive Surgical Procedures										
9891832	Biology										
9891832	Chemistry										
9891832	Cold Temperature										
9891832	Cryopreservation										
9891832	Ecology										
9891832	Freezing										
9891832	Physics										
0006252	Biology	11157.0	yes	12.0	11157.0		12.0	yes	11157.0	yes	hybrid or gold
0006252	Cold Temperature	11157.0	yes	12.0	11157.0		12.0	yes	11157.0	yes	hybrid or gold
0006252	Cryosurgery	11157.0	yes	12.0	11157.0		12.0	yes	11157.0	yes	hybrid or gold
0006252	Freeze Drying	11157.0	yes	12.0	11157.0		12.0	yes	11157.0	yes	hybrid or gold
0006252	Hypothermia, Induced	11157.0	yes	12.0	11157.0		12.0	yes	11157.0	yes	hybrid or gold
101312976	Bioethical Issues	39733.0	yes	0.0	39733.0	0.0		yes			
101312976	Ethics, Medical	39733.0	yes	0.0	39733.0	0.0		yes			
16430420R	Pharmacology										
16430470R	Medicine										
9512524	Cultural Diversity										
9512524	Ethnic Groups										
9512524	Ethnicity										
9512524	Mental Disorders										
9512524	Mental Health										
9512524	Psychology, Social										
100883416	Culture	5144.0	yes	12.0	5144.0		12.0	yes	5144.0	yes	hybrid or gold
100883416	Health Behavior	5144.0	yes	12.0	5144.0		12.0	yes	5144.0	yes	hybrid or gold
100883416	Sexuality	5144.0	yes	12.0	5144.0		12.0	yes	5144.0	yes	hybrid or gold
16430620R	Medicine										
16430630R	Medicine										
7707467	Anthropology	13074.0	yes	12.0	13074.0		12.0	yes	13074.0	yes	hybrid or gold
7707467	Cross-Cultural Comparison	13074.0	yes	12.0	13074.0		12.0	yes	13074.0	yes	hybrid or gold
7707467	Psychiatry	13074.0	yes	12.0	13074.0		12.0	yes	13074.0	yes	hybrid or gold
100956435	Cultural Diversity	3413.0	yes	0.0	3413.0		0.0	yes	3413.0	yes	hybrid or gold
100956435	Ethnic Groups	3413.0	yes	0.0	3413.0		0.0	yes	3413.0	yes	hybrid or gold
100956435	Ethnicity	3413.0	yes	0.0	3413.0		0.0	yes	3413.0	yes	hybrid or gold
100956435	Mental Disorders	3413.0	yes	0.0	3413.0		0.0	yes	3413.0	yes	hybrid or gold
1270323	Cardiology										
7901092	Nursing	21382.0	yes	0.0	21382.0	0.0	0.0	yes			
101473576	Aging	1973.0	yes	6.0	1973.0		6.0	yes	1973.0	yes	hybrid or gold
7801711	Alcoholism										
101096440	Asthma	11169.0	yes	12.0	11169.0		12.0	yes	11169.0	yes	hybrid or gold
101096440	Hypersensitivity	11169.0	yes	12.0	11169.0		12.0	yes	11169.0	yes	hybrid or gold
101139936	Hypersensitivity										
101208441	Alzheimer Disease	1974.0	yes	6.0	1974.0		6.0	yes	1974.0	yes	hybrid or gold
0421035	Anthropology										
100897685	Arteriosclerosis	11170.0	yes	12.0	11170.0		12.0	yes	11170.0	yes	hybrid or gold
9107782	Biology	6585.0	yes	12.0	6585.0		12.0	yes	6585.0	yes	hybrid or gold
101094211	Drug Delivery Systems	3890.0	yes	6.0	3890.0		6.0	yes	3890.0	yes	hybrid or gold
101094211	Drug Design	3890.0	yes	6.0	3890.0		6.0	yes	3890.0	yes	hybrid or gold
101094211	Neoplasms	3890.0	yes	6.0	3890.0		6.0	yes	3890.0	yes	hybrid or gold
100888969	Cardiovascular Abnormalities	11188.0	yes	12.0	11188.0		12.0	yes	11188.0	yes	hybrid or gold
100888969	Cardiovascular Surgical Procedures	11188.0	yes	12.0	11188.0		12.0	yes	11188.0	yes	hybrid or gold
100888969	Heart Diseases	11188.0	yes	12.0	11188.0		12.0	yes	11188.0	yes	hybrid or gold
101261935	Cardiovascular Diseases	3892.0	yes	6.0	3892.0		6.0	yes	3892.0	yes	hybrid or gold
101273158	Pharmacology, Clinical										
7908990	Communicable Diseases										
101265750	Computer-Aided Design	3896.0	yes	6.0	3896.0		6.0	yes	3896.0	yes	hybrid or gold
101265750	Drug Design	3896.0	yes	6.0	3896.0		6.0	yes	3896.0	yes	hybrid or gold
8101581	Pharmacy Service, Hospital										
0347207	Nutritional Physiological Phenomena										
7513831	Psychopharmacology										
101093791	Diabetes Mellitus	11177.0	yes	12.0	11177.0		12.0	yes	11177.0	yes	hybrid or gold
101253260	Diabetes Mellitus	3897.0	yes	6.0	3897.0		6.0	yes	3897.0	yes	hybrid or gold
101121763	Autoimmunity										
101468123	Substance-Related Disorders										
101208455	Drug Carriers	3899.0	yes	6.0	3899.0		6.0	yes	3899.0	yes	hybrid or gold
101208455	Drug Delivery Systems	3899.0	yes	6.0	3899.0		6.0	yes	3899.0	yes	hybrid or gold
101208455	Pharmaceutical Preparations	3899.0	yes	6.0	3899.0		6.0	yes	3899.0	yes	hybrid or gold
101157212	Drug Design	3900.0	yes	6.0	3900.0		6.0	yes	3900.0	yes	hybrid or gold
101157212	Technology, Pharmaceutical	3900.0	yes	6.0	3900.0		6.0	yes	3900.0	yes	hybrid or gold
100960533	Chemistry, Pharmaceutical	3901.0	yes	6.0	3901.0		6.0	yes	3901.0	yes	hybrid or gold
100960533	Drug Administration Routes	3901.0	yes	6.0	3901.0		6.0	yes	3901.0	yes	hybrid or gold
100960533	Pharmaceutical Preparations	3901.0	yes	6.0	3901.0		6.0	yes	3901.0	yes	hybrid or gold
101735701	Pharmaceutical Preparations	3898.0	yes	6.0	3898.0		6.0	yes	3898.0	yes	hybrid or gold
101735701	Substance-Related Disorders	3898.0	yes	6.0	3898.0		6.0	yes	3898.0	yes	hybrid or gold
101270895	Drug-Related Side Effects and Adverse Reactions	3902.0	yes	6.0	3902.0		6.0	yes	3902.0	yes	hybrid or gold
100960531	Drug Delivery Systems	3903.0	yes	6.0	3903.0		6.0	yes	3903.0	yes	hybrid or gold
100960531	Drug Design	3903.0	yes	6.0	3903.0		6.0	yes	3903.0	yes	hybrid or gold
101123341	Cardiovascular Agents										
101123341	Cardiovascular Diseases										
101123341	Drug Delivery Systems										
101123341	Drug Design										
101123341	Hematologic Agents										
101123341	Hematologic Diseases										
101151150	Central Nervous System Diseases										
101151150	Drug Delivery Systems										
101151150	Drug Design										
101151150	Nervous System Diseases										
101121150	Acquired Immunodeficiency Syndrome										
101121150	Drug Delivery Systems										
101121150	Drug Design										
101121150	Endocrine System Diseases										
101121150	Metabolic Diseases										
101128002	Communicable Diseases										
101128002	Drug Delivery Systems										
101128002	Drug Design										
101160019	Biopharmaceutics										
101160019	Chemistry, Pharmaceutical										
101160019	Drug Delivery Systems										
101160019	Hypersensitivity										
101160019	Inflammation										
101629387	Environmental Health	28149.0	yes	12.0	28149.0		12.0	yes	28149.0	yes	hybrid or gold
101629387	Public Health	28149.0	yes	12.0	28149.0		12.0	yes	28149.0	yes	hybrid or gold
8104312	Ophthalmology	789.0	yes	12.0	789.0		12.0	yes	789.0	yes	hybrid or gold
100888896	Gastrointestinal Diseases	11179.0	yes	12.0	11179.0		12.0	yes	11179.0	yes	hybrid or gold
101125446	Gene Transfer Techniques	3906.0	yes	6.0	3906.0		6.0	yes	3906.0	yes	hybrid or gold
101125446	Genetic Therapy	3906.0	yes	6.0	3906.0		6.0	yes	3906.0	yes	hybrid or gold
8004904	Genetics	7908.0	yes	12.0	7908.0		12.0	yes	7908.0	yes	hybrid or gold
101196487	Heart Failure	11181.0	yes	12.0	11181.0		12.0	yes	11181.0	yes	hybrid or gold
101262565	Hematologic Neoplasms	11182.0	yes	12.0	11182.0		12.0	yes	11182.0	yes	hybrid or gold
101151358	Hematologic Diseases										
101151358	Hematologic Neoplasms										
101151358	Hematology										
101156990	AIDS Vaccines	3908.0	yes	6.0	3908.0		6.0	yes	3908.0	yes	hybrid or gold
101156990	Anti-HIV Agents	3908.0	yes	6.0	3908.0		6.0	yes	3908.0	yes	hybrid or gold
101156990	HIV	3908.0	yes	6.0	3908.0		6.0	yes	3908.0	yes	hybrid or gold
101156990	HIV Infections	3908.0	yes	6.0	3908.0		6.0	yes	3908.0	yes	hybrid or gold
101235661	Acquired Immunodeficiency Syndrome	11184.0	yes	12.0	11184.0		12.0	yes	11184.0	yes	hybrid or gold
101235661	HIV Infections	11184.0	yes	12.0	11184.0		12.0	yes	11184.0	yes	hybrid or gold
100888982	Hypertension	11185.0	yes	12.0	11185.0		12.0	yes	11185.0	yes	hybrid or gold
101239891	Hypertension	3909.0	yes	6.0	3909.0		6.0	yes	3909.0	yes	hybrid or gold
100939156	Intestines										
100931761	Molecular Biology										
58720310R	Legislation as Topic										
9440157	Chemistry, Pharmaceutical	42754.0	yes	6.0	42754.0		6.0	yes	42754.0	yes	hybrid or gold
9440157	Drug Design	42754.0	yes	6.0	42754.0		6.0	yes	42754.0	yes	hybrid or gold
101123597	Antineoplastic Agents										
101123597	Neoplasms										
101157213	Cardiovascular Agents										
101157213	Hematologic Agents										
16440030R	Medicine										
1260300	Medicine										
1260300	Pharmaceutical Preparations										
101762461	Diagnostic Imaging	3914.0	yes	6.0	3914.0		6.0	yes	3914.0	yes	hybrid or gold
101272516	Diagnostic Imaging										
0372616	General Surgery										
0372616	Medicine										
0351014	Drug Therapy	790.0	yes	12.0	790.0		12.0	yes	790.0	yes	hybrid or gold
0351014	Medicine	790.0	yes	12.0	790.0		12.0	yes	790.0	yes	hybrid or gold
0351014	Research	790.0	yes	12.0	790.0		12.0	yes	790.0	yes	hybrid or gold
101729993	Clinical Medicine	41467.0	yes	12.0	41467.0		12.0	yes	41467.0	yes	hybrid or gold
7808448	Microbiology	13017.0	yes	12.0	13017.0		12.0	yes	13017.0	yes	hybrid or gold
0430261	Biology										
101093076	Genetic Therapy	3916.0	yes	6.0	3916.0		6.0	yes	3916.0	yes	hybrid or gold
101093076	Genetics, Medical	3916.0	yes	6.0	3916.0		6.0	yes	3916.0	yes	hybrid or gold
101093076	Molecular Biology	3916.0	yes	6.0	3916.0		6.0	yes	3916.0	yes	hybrid or gold
101467997	Molecular Biology	3917.0	yes	6.0	3917.0		6.0	yes	3917.0	yes	hybrid or gold
101467997	Pharmacology	3917.0	yes	6.0	3917.0		6.0	yes	3917.0	yes	hybrid or gold
100931790	Nervous System Diseases	11187.0	yes	12.0	11187.0		12.0	yes	11187.0	yes	hybrid or gold
100931790	Neurology	11187.0	yes	12.0	11187.0		12.0	yes	11187.0	yes	hybrid or gold
100931790	Neurosciences	11187.0	yes	12.0	11187.0		12.0	yes	11187.0	yes	hybrid or gold
101157239	Central Nervous System Agents	3919.0	yes	6.0	3919.0		6.0	yes	3919.0	yes	hybrid or gold
101157239	Neuropharmacology	3919.0	yes	6.0	3919.0		6.0	yes	3919.0	yes	hybrid or gold
101208439	Cerebrovascular Disorders	3920.0	yes	6.0	3920.0		6.0	yes	3920.0	yes	hybrid or gold
101208439	Neurosciences	3920.0	yes	6.0	3920.0		6.0	yes	3920.0	yes	hybrid or gold
101208439	Research	3920.0	yes	6.0	3920.0		6.0	yes	3920.0	yes	hybrid or gold
101587480	Nutritional Physiological Phenomena	30678.0	yes	12.0	30678.0		12.0	yes	30678.0	yes	hybrid or gold
101578283	Obesity	30797.0	yes	12.0	30797.0		12.0	yes	30797.0	yes	hybrid or gold
9502503	Neoplasms	38183.0	yes	0.0	38183.0	0.0	0.0	yes			
100888967	Neoplasms	11189.0	yes	12.0	11189.0		12.0	yes	11189.0	yes	hybrid or gold
100936359	Allergy and Immunology	8754.0	yes	0.0	8754.0	0.0	12.0	yes	8754.0	yes	hybrid or gold
100936359	Hypersensitivity	8754.0	yes	0.0	8754.0	0.0	12.0	yes	8754.0	yes	hybrid or gold
100936359	Immune System Diseases	8754.0	yes	0.0	8754.0	0.0	12.0	yes	8754.0	yes	hybrid or gold
100936359	Immunity	8754.0	yes	0.0	8754.0	0.0	12.0	yes	8754.0	yes	hybrid or gold
8813436	Anesthesiology	8755.0	yes	0.0	8755.0	0.0	12.0	yes	8755.0	yes	hybrid or gold
9100492	Biotechnology	11159.0	yes	12.0	11159.0		12.0	yes	11159.0	yes	hybrid or gold
8608087	Cardiology	8756.0	yes	0.0	8756.0	0.0	12.0	yes	8756.0	yes	hybrid or gold
8913428	Cells	11160.0	yes	12.0	11160.0		12.0	yes	11160.0	yes	hybrid or gold
9811312	Biochemistry	11161.0	yes	12.0	11161.0		12.0	yes	11161.0	yes	hybrid or gold
9811312	Biology	11161.0	yes	12.0	11161.0		12.0	yes	11161.0	yes	hybrid or gold
9811312	Chemistry	11161.0	yes	12.0	11161.0		12.0	yes	11161.0	yes	hybrid or gold
9804399	Clinical Medicine	8757.0	yes	0.0	8757.0	0.0	12.0	yes	8757.0	yes	hybrid or gold
9804399	Metabolism	8757.0	yes	0.0	8757.0	0.0	12.0	yes	8757.0	yes	hybrid or gold
9804399	Nutrition Disorders	8757.0	yes	0.0	8757.0	0.0	12.0	yes	8757.0	yes	hybrid or gold
9804399	Nutritional Physiological Phenomena	8757.0	yes	0.0	8757.0	0.0	12.0	yes	8757.0	yes	hybrid or gold
9804399	Nutritional Support	8757.0	yes	0.0	8757.0	0.0	12.0	yes	8757.0	yes	hybrid or gold
9438826	Dentistry										
9438826	Esthetics, Dental										
9504454	Critical Care	8758.0	yes	0.0	8758.0	0.0	12.0	yes	8758.0	yes	hybrid or gold
9106559	Dentistry										
100887519	Chemistry, Pharmaceutical										
100887519	Drug Design										
100887519	Pharmacokinetics										
100887519	Technology, Pharmaceutical										
101308636	Diabetes Mellitus	8759.0	yes	0.0	8759.0	0.0	12.0	yes	8759.0	yes	hybrid or gold
101308636	Endocrine System	8759.0	yes	0.0	8759.0	0.0	12.0	yes	8759.0	yes	hybrid or gold
101308636	Endocrine System Diseases	8759.0	yes	0.0	8759.0	0.0	12.0	yes	8759.0	yes	hybrid or gold
101308636	Obesity	8759.0	yes	0.0	8759.0	0.0	12.0	yes	8759.0	yes	hybrid or gold
8506887	Gastroenterology	8760.0	yes	0.0	8760.0	0.0	12.0	yes	8760.0	yes	hybrid or gold
9314670	Surgical Procedures, Operative										
9111375	Developmental Biology	27897.0	yes	12.0	27897.0		12.0	yes	27897.0	yes	hybrid or gold
9111375	Genetics	27897.0	yes	12.0	27897.0		12.0	yes	27897.0	yes	hybrid or gold
9430802	Blood	8761.0	yes	0.0	8761.0	0.0	12.0	yes	8761.0	yes	hybrid or gold
9430802	Hematologic Diseases	8761.0	yes	0.0	8761.0	0.0	12.0	yes	8761.0	yes	hybrid or gold
101264945	Acquired Immunodeficiency Syndrome	8762.0	yes	0.0	8762.0	0.0	12.0	yes	8762.0	yes	hybrid or gold
101264945	HIV Infections	8762.0	yes	0.0	8762.0	0.0	12.0	yes	8762.0	yes	hybrid or gold
8900118	Allergy and Immunology	11164.0	yes	12.0	11164.0		12.0	yes	11164.0	yes	hybrid or gold
8809878	Communicable Diseases	8763.0	yes	0.0	8763.0	0.0	12.0	yes	8763.0	yes	hybrid or gold
101635599	Entomology	30794.0	yes	12.0	30794.0		12.0	yes	30794.0	yes	hybrid or gold
101635599	Insecta	30794.0	yes	12.0	30794.0		12.0	yes	30794.0	yes	hybrid or gold
100965718	Anti-Infective Agents										
100965718	Anti-Inflammatory Agents										
100965718	Antineoplastic Agents										
100965718	Cardiovascular Agents										
100965718	Central Nervous System Agents										
100965718	Clinical Trials as Topic										
100965718	Drugs, Investigational										
9010000	Lipids	8764.0	yes	0.0	8764.0	0.0	12.0	yes	8764.0	yes	hybrid or gold
9815056	Microbiology	11165.0	yes	12.0	11165.0		12.0	yes	11165.0	yes	hybrid or gold
100891485	Drug Design										
100891485	Gene Transfer Techniques										
100891485	Genetic Therapy										
100891485	Vaccines, Synthetic										
9303753	Hypertension	8765.0	yes	0.0	8765.0	0.0	12.0	yes	8765.0	yes	hybrid or gold
9303753	Kidney Diseases	8765.0	yes	0.0	8765.0	0.0	12.0	yes	8765.0	yes	hybrid or gold
9111376	Neurobiology	11166.0	yes	12.0	11166.0		12.0	yes	11166.0	yes	hybrid or gold
9319162	Nervous System Diseases	8766.0	yes	0.0	8766.0	0.0	12.0	yes	8766.0	yes	hybrid or gold
8809879	Nervous System Diseases										
8809879	Neurosurgical Procedures										
9007264	Genital Diseases, Female	8767.0	yes	0.0	8767.0	0.0	12.0	yes	8767.0	yes	hybrid or gold
9007264	Obstetrics	8767.0	yes	0.0	8767.0	0.0	12.0	yes	8767.0	yes	hybrid or gold
9007265	Neoplasms	8768.0	yes	0.0	8768.0	0.0	12.0	yes	8768.0	yes	hybrid or gold
9011108	Eye Diseases	8769.0	yes	0.0	8769.0	0.0	12.0	yes	8769.0	yes	hybrid or gold
9011108	Vision Disorders	8769.0	yes	0.0	8769.0	0.0	12.0	yes	8769.0	yes	hybrid or gold
9717388	Immunosuppression	8770.0	yes	0.0	8770.0	0.0	12.0	yes	8770.0	yes	hybrid or gold
9717388	Organ Transplantation	8770.0	yes	0.0	8770.0	0.0	12.0	yes	8770.0	yes	hybrid or gold
9717388	Transplantation Immunology	8770.0	yes	0.0	8770.0	0.0	12.0	yes	8770.0	yes	hybrid or gold
9417024	Otorhinolaryngologic Diseases	8772.0	yes	0.0	8772.0	0.0	12.0	yes	8772.0	yes	hybrid or gold
9000850	Pediatrics	8773.0	yes	0.0	8773.0	0.0	12.0	yes	8773.0	yes	hybrid or gold
9438825	Periodontal Diseases										
9438825	Periodontics										
100966133	Biopharmaceutics	11167.0	yes	12.0	11167.0		12.0	yes	11167.0	yes	hybrid or gold
100966133	Drug Therapy	11167.0	yes	12.0	11167.0		12.0	yes	11167.0	yes	hybrid or gold
100966133	Pharmaceutical Preparations	11167.0	yes	12.0	11167.0		12.0	yes	11167.0	yes	hybrid or gold
100883395	Botany	11168.0	yes	12.0	11168.0		12.0	yes	11168.0	yes	hybrid or gold
100883395	Plants	11168.0	yes	12.0	11168.0		12.0	yes	11168.0	yes	hybrid or gold
8809880	Psychiatry	8774.0	yes	0.0	8774.0	0.0	12.0	yes	8774.0	yes	hybrid or gold
101649136	Psychology	29732.0	yes	12.0	29732.0		12.0	yes	29732.0	yes	hybrid or gold
9503765	Lung Diseases	8775.0	yes	0.0	8775.0	0.0	12.0	yes	8775.0	yes	hybrid or gold
9000037	Radiology										
9000851	Arthritis	8776.0	yes	0.0	8776.0	0.0	12.0	yes	8776.0	yes	hybrid or gold
9000851	Rheumatic Diseases	8776.0	yes	0.0	8776.0	0.0	12.0	yes	8776.0	yes	hybrid or gold
9107784	Macromolecular Substances	11158.0	yes	12.0	11158.0		12.0	yes	11158.0	yes	hybrid or gold
9107784	Molecular Biology	11158.0	yes	12.0	11158.0		12.0	yes	11158.0	yes	hybrid or gold
9107784	Molecular Conformation	11158.0	yes	12.0	11158.0		12.0	yes	11158.0	yes	hybrid or gold
9107784	Molecular Structure	11158.0	yes	12.0	11158.0		12.0	yes	11158.0	yes	hybrid or gold
101297402	Pain Management	8777.0	yes	0.0	8777.0	0.0	12.0	yes	8777.0	yes	hybrid or gold
101297402	Palliative Care	8777.0	yes	0.0	8777.0	0.0	12.0	yes	8777.0	yes	hybrid or gold
9200621	Female Urogenital Diseases	8778.0	yes	0.0	8778.0	0.0	12.0	yes	8778.0	yes	hybrid or gold
9200621	Male Urogenital Diseases	8778.0	yes	0.0	8778.0	0.0	12.0	yes	8778.0	yes	hybrid or gold
9200621	Urologic Diseases	8778.0	yes	0.0	8778.0	0.0	12.0	yes	8778.0	yes	hybrid or gold
101560941	Virus Diseases	18465.0	yes	12.0	18465.0		12.0	yes	18465.0	yes	hybrid or gold
101560941	Virus Physiological Phenomena	18465.0	yes	12.0	18465.0		12.0	yes	18465.0	yes	hybrid or gold
101560941	Viruses	18465.0	yes	12.0	18465.0		12.0	yes	18465.0	yes	hybrid or gold
101208457	Chemistry, Organic	3923.0	yes	6.0	3923.0		6.0	yes	3923.0	yes	hybrid or gold
101208457	Organic Chemicals	3923.0	yes	6.0	3923.0		6.0	yes	3923.0	yes	hybrid or gold
101176492	Osteoporosis	11190.0	yes	12.0	11190.0		12.0	yes	11190.0	yes	hybrid or gold
100970666	Headache	11191.0	yes	12.0	11191.0		12.0	yes	11191.0	yes	hybrid or gold
100970666	Pain	11191.0	yes	12.0	11191.0		12.0	yes	11191.0	yes	hybrid or gold
101240290	Pediatrics	3924.0	yes	6.0	3924.0		6.0	yes	3924.0	yes	hybrid or gold
100960530	Biological Products	3926.0	yes	6.0	3926.0		6.0	yes	3926.0	yes	hybrid or gold
100960530	Biotechnology	3926.0	yes	6.0	3926.0		6.0	yes	3926.0	yes	hybrid or gold
100960530	Drug Therapy	3926.0	yes	6.0	3926.0		6.0	yes	3926.0	yes	hybrid or gold
9602487	Drug Design	3930.0	yes	6.0	3930.0		6.0	yes	3930.0	yes	hybrid or gold
9602487	Technology, Pharmaceutical	3930.0	yes	6.0	3930.0		6.0	yes	3930.0	yes	hybrid or gold
101560815	Education, Pharmacy	16761.0	yes	12.0	16761.0		12.0	yes	16761.0	yes	hybrid or gold
101560815	Learning	16761.0	yes	12.0	16761.0		12.0	yes	16761.0	yes	hybrid or gold
101560815	Teaching	16761.0	yes	12.0	16761.0		12.0	yes	16761.0	yes	hybrid or gold
8004908	Population										
8004908	Sociometric Techniques										
8004908	United States										
7606119	Genital Diseases, Female										
7606119	Obstetric Nursing										
16440080R	Orthopedics										
7606120	Pediatric Nursing										
7702986	Neoplasms	3184.0	yes	12.0	3184.0		12.0	yes	3184.0	yes	hybrid or gold
7701802	Cardiology	3185.0	yes	12.0	3185.0		12.0	yes	3185.0	yes	hybrid or gold
0353507	Biochemistry										
0147371	Dermatology										
7607123	Radiography	3186.0	yes	12.0	3186.0		12.0	yes	3186.0	yes	hybrid or gold
1272515	Pediatrics										
101134613	Adolescent Medicine	3187.0	yes	12.0	3187.0		12.0	yes	3187.0	yes	hybrid or gold
101134613	Pediatrics	3187.0	yes	12.0	3187.0		12.0	yes	3187.0	yes	hybrid or gold
0155012	Medicine										
0372617	General Surgery	3188.0	yes	12.0	3188.0		12.0	yes	3188.0	yes	hybrid or gold
100960529	Peptides	3933.0	yes	6.0	3933.0		6.0	yes	3933.0	yes	hybrid or gold
100960529	Proteins	3933.0	yes	6.0	3933.0		6.0	yes	3933.0	yes	hybrid or gold
101773894	Biological Science Disciplines										
101157830	Amino Acid Sequence										
101157830	Base Sequence										
101157830	Computational Biology										
101157830	Databases, Genetic										
101157830	Proteins										
101157830	Sequence Analysis										
101157830	Sequence Homology										
101287856	Cytological Techniques										
101559235	Chemical Phenomena										
100899351	Cell Separation										
100899351	Cytological Techniques										
100899351	Flow Cytometry										
100899351	Image Cytometry										
100899351	Molecular Biology										
101287858	Genetic Techniques										
9101651	Immunologic Techniques										
101257113	Containment of Biohazards										
101257113	Laboratory Infection										
101257113	Microbiological Techniques										
8908160	Molecular Biology										
101560384	Animals, Laboratory										
101560384	Mice										
101560384	Research										
9706581	Cytological Techniques										
9706581	Histological Techniques										
9706581	Nervous System										
9706581	Neurosciences										
101287865	Nucleic Acids										
9717249	Biochemistry										
