NlmUniqueID	embargo	license	conditions	article_version	sherpa_created	sherpa_last_modified	sherpa_id	embargo_published_version	embargo_accepted_version
100889084	0		Must acknowledge published source and copyright ; Set statement to accompany (see policy) ; Must not be updated or replaced with article of record unless author pays for Open Access	accepted	2010-07-01 16:21:19	2022-10-31 14:22:52	154		0.0
100889084	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 14:22:52	154		0.0
100889084	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 14:22:52	154		0.0
100889084	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 14:22:52	154		0.0
0006777	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-06 12:03:05	2023-01-05 14:55:24	7934		12.0
8506895	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-09-06 13:05:10	2023-01-19 14:09:34	13851		12.0
101568499	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2012-02-13 16:55:41	2022-04-22 15:07:42	21840		12.0
101251558	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	accepted	2010-07-20 15:15:49	2022-02-15 15:19:44	2570		0.0
101251558	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	published	2010-07-20 15:15:49	2022-02-15 15:19:44	2570	0.0	
101251558	0	cc_public_domain		published	2010-07-20 15:15:49	2022-02-15 15:19:44	2570	0.0	
101654734	12		Published source must be acknowledged ; Must link to publisher version and article's DOI	published	2019-07-08 08:56:12	2022-09-02 10:34:59	36397	12.0	
101238198	0	cc_by	Published copyright and source must be acknowledged with citation ; Must link to published article with DOI ; Article will be automatically deposited in subject-based repositories	published	2022-08-12 10:27:06	2022-08-13 02:27:25	42073	0.0	
101238198	0	cc_by_nc	Published copyright and source must be acknowledged with citation ; Must link to published article with DOI ; Article will be automatically deposited in subject-based repositories	published	2022-08-12 10:27:06	2022-08-13 02:27:25	42073	0.0	
101238198	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2022-08-12 10:27:06	2022-08-13 02:27:25	42073		0.0
101238198	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2022-08-12 10:27:06	2022-08-13 02:27:25	42073		0.0
101238198	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2022-08-12 10:27:06	2022-08-13 02:27:25	42073		0.0
101238198	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2022-08-12 10:27:06	2022-08-13 02:27:25	42073		0.0
0401650	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2010-09-20 13:31:14	2022-04-19 14:31:07	16877		12.0
8701186	0			accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8998		0.0
8701186	12		Must link to published article with DOI ; Non-commercial use only	accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8998		12.0
7902782	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-09-21 16:07:01	2022-09-01 11:57:10	17203		12.0
9101419	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-07-22 15:56:28	2022-05-19 12:18:27	3679		12.0
8501808	0			accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8999		0.0
8501808	12		Must link to published article with DOI ; Non-commercial use only	accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8999		12.0
0150472	0			accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8997		0.0
0150472	12		Must link to published article with DOI ; Non-commercial use only	accepted	2010-08-11 16:47:38	2023-02-06 11:25:13	8997		12.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8211489	6	cc_by_nc	Published source must be acknowledged with citation ; Must include statement that it is not the final published version	accepted	2010-08-11 11:15:39	2022-10-31 12:33:02	8782		6.0
8807037	12		Publisher copyright and source must be acknowledged	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		12.0
8807037	0		may be deposited in institutional repository before 12 months, as long addendum is submitted ; Publisher copyright and source must be acknowledged	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	60		Publisher copyright and source must be acknowledged	published	2010-09-02 16:14:15	2022-03-25 14:07:55	13297	60.0	
8807037	0	cc_by	Published source must be acknowledged with citation ; Copyright must be acknowledged	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Published source must be acknowledged with citation ; Copyright must be acknowledged	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Published source must be acknowledged with citation ; Copyright must be acknowledged	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
8807037	0	cc_by_nd	Upon publication	accepted	2010-09-02 16:14:15	2022-03-25 14:07:55	13297		0.0
0372764	12		Set statement to accompany deposit ; Published source must be acknowledged with citation	accepted	2010-08-11 11:15:39	2022-10-31 11:17:41	8784		12.0
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
0372764	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 11:15:39	2022-10-31 11:17:41	8784	0.0	
8809160	12		Published source must be acknowledged ; Must link to publisher version with DOI ; Set phrase to accompany archived copy	accepted	2010-07-22 15:36:43	2022-05-19 09:31:10	3631		12.0
8604127	0	cc_by	Published source must be acknowledged with citation	published	2010-07-16 15:56:01	2023-02-22 06:23:06	1808	0.0	
8604127	0	cc_by	Published source must be acknowledged with citation	accepted	2010-07-16 15:56:01	2023-02-22 06:23:06	1808		0.0
101483332	0	cc_by	Must link to publisher version ; Published source should be cited	published	2010-09-08 10:40:53	2022-11-01 15:18:10	14669	0.0	
101483332	0	cc_by	Must link to publisher version ; Published source should be cited	accepted	2010-09-08 10:40:53	2022-11-01 15:18:10	14669		0.0
101306633	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2010-09-20 11:47:51	2023-01-04 13:51:19	16826		12.0
9207179	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2011-06-16 13:08:09	2022-07-27 12:33:53	20617		12.0
9207179	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2011-06-16 13:08:09	2022-07-27 12:33:53	20617		12.0
101255937	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 14:41:30	2022-07-27 12:34:21	794		12.0
101255937	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 14:41:30	2022-07-27 12:34:21	794		12.0
101297401	6	cc_by_nc_nd	Must state accepted for publication ; Copyright and source must be acknowledged ; Should link to publisher version or journal website	accepted	2010-08-11 11:15:39	2022-06-30 12:54:42	8783		6.0
101297401	6	all_rights_reserved	Must state accepted for publication ; Copyright and source must be acknowledged ; Should link to publisher version or journal website	accepted	2010-08-11 11:15:39	2022-06-30 12:54:42	8783		6.0
7702072	24		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy)	accepted	2010-08-05 14:35:19	2022-06-24 08:12:49	7648		24.0
9004522	0		Must acknowledge published source and copyright ; Set statement to accompany (see policy) ; Must not be updated or replaced with article of record unless author pays for Open Access	accepted	2010-07-01 16:21:19	2022-10-31 13:09:18	155		0.0
9004522	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 13:09:18	155		0.0
9004522	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 13:09:18	155		0.0
9004522	0	cc_by	Publisher copyright and source must be acknowledged	accepted	2010-07-01 16:21:19	2022-10-31 13:09:18	155		0.0
9423827	0		Published source must be acknowledged ; Must link to publisher version ; Set phrase to accompany archived copy (see policy)	accepted	2010-07-15 15:48:43	2022-04-06 13:32:44	1340		0.0
9423827	0	cc_by	Published source must be acknowledged ; Must link to publisher version ; Set phrase to accompany archived copy (see policy)	published	2010-07-15 15:48:43	2022-04-06 13:32:44	1340	0.0	
9423827	0	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set phrase to accompany archived copy (see policy)	published	2010-07-15 15:48:43	2022-04-06 13:32:44	1340	0.0	
0370667	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-09-22 13:26:45	2023-01-05 14:55:44	17340		12.0
101126895	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-03 10:30:32	2023-01-04 13:55:42	6501		12.0
7505459	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-03 10:36:00	2022-11-30 15:11:36	6503		12.0
8505191	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2010-09-20 13:34:27	2022-08-23 11:57:22	16882		12.0
9015440	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy)	accepted	2010-08-03 16:51:11	2022-06-22 10:56:22	6781		12.0
9015440	24		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy)	accepted	2010-08-03 16:51:11	2022-06-22 10:56:22	6781		24.0
7801723	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 15:36:51	2022-07-27 12:35:09	831		12.0
7801723	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 15:36:51	2022-07-27 12:35:09	831		12.0
9417471	0	cc_by	Published copyright and source must be acknowledged with citation ; Must link to published article with DOI ; Article will be automatically deposited in subject-based repositories	published	2010-07-14 15:36:51	2022-07-22 09:37:33	832	0.0	
9417471	0	cc_by_nc	Published copyright and source must be acknowledged with citation ; Must link to published article with DOI ; Article will be automatically deposited in subject-based repositories	published	2010-07-14 15:36:51	2022-07-22 09:37:33	832	0.0	
9417471	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2010-07-14 15:36:51	2022-07-22 09:37:33	832		0.0
9417471	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2010-07-14 15:36:51	2022-07-22 09:37:33	832		0.0
9417471	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2010-07-14 15:36:51	2022-07-22 09:37:33	832		0.0
9417471	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2010-07-14 15:36:51	2022-07-22 09:37:33	832		0.0
101540061	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2014-02-13 09:06:50	2023-01-05 14:55:56	26013		12.0
101475745	0	cc_by_nc	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by_nc	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	accepted	2010-08-12 16:47:29	2022-08-17 07:06:18	9599		0.0
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
101475745	0	cc_by	Must link to published article ; Published source (journal and Dove Medical Press) must be acknowledged as original place of publication	published	2010-08-12 16:47:29	2022-08-17 07:06:18	9599	0.0	
