NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN
8108529	Biology of the cell	Biol Cell	England	Chichester	Wiley-Blackwell	1981		Monthly,	1768-322X	0248-4900	0248-4900	eng	N	1983.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1768-322X	Y	1768-322X
9700112	Biological chemistry	Biol Chem	Germany	Berlin	Walter De Gruyter	1996		Monthly	1437-4315	1431-6730	1431-6730	eng	Y	1996.0	Y	Y	IM	http://www.degruyter.com/view/j/bchm?recentIssue=true	Y	1437-4315
7502533	Biological cybernetics	Biol Cybern	Germany	Berlin	Springer Verlag	1975		Twelve no. a year	1432-0770	0340-1200	0340-1200	ger	N	1975.0	Y	Y	IM	https://link.springer.com/journal/422	Y	1432-0770
101258412	Biology direct	Biol Direct	England	[London]	BioMed Central	2006			1745-6150		1745-6150	eng	N	2006.0	Y	Y	IM	http://www.biology-direct.com/	Y	1745-6150
101738236	Biologia futura	Biol Futur	Switzerland	[Cham, Switzerland]	Springer International Publishing ;	2019		Quarterly	2676-8607	2676-8615	2676-8607	eng	Y	2019.0	Y	Y	IM	https://www.springer.com/journal/42977	Y	2676-8607
101247722	Biology letters	Biol Lett	England	London	The Royal Society	2005		Monthly,	1744-957X	1744-9561	1744-9561	eng	N	2005.0	Y	Y	IM	http://rsbl.royalsocietypublishing.org/content/by/year	Y	1744-957X
101578018	Biology open	Biol Open	England	Cambridge	Company of Biologists Ltd.	2011			2046-6390		2046-6390	eng	N	2020.0	Y	Y	IM	http://bio.biologists.org/	Y	2046-6390
9311984	Biological & pharmaceutical bulletin	Biol Pharm Bull	Japan	Tokyo	Pharmaceutical Society of Japan	1993		Monthly	1347-5215	0918-6158	0918-6158	eng	Y	1993.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/bpb	Y	1347-5215
0213264	Biological psychiatry	Biol Psychiatry	United States	New York, NY	Elsevier	1969		24 no. a year,	1873-2402	0006-3223	0006-3223	eng	N	1969.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/00063223	Y	1873-2402
101671285	Biological psychiatry. Cognitive neuroscience and neuroimaging	Biol Psychiatry Cogn Neurosci Neuroimaging	United States	New York, NY	Elsevier, Inc.	2016		Eight times a year,	2451-9030	2451-9022	2451-9022	eng	N	2017.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/24519022	Y	2451-9030
0375566	Biological psychology	Biol Psychol	Netherlands	Amsterdam	Elsevier Science B.V	1973		Nine no. a year	1873-6246	0301-0511	0301-0511	eng	N	1973.0	Y	Y	IM	https://www.sciencedirect.com/journal/biological-psychology	Y	1873-6246
0207224	Biology of reproduction	Biol Reprod	United States	New York	Oxford University Press	1969		Monthly	1529-7268	0006-3363	0006-3363	eng	N	1969.0	Y	Y	IM	https://academic.oup.com/biolreprod	Y	1529-7268
9308271	Biological research	Biol Res	England	London	Biomed Central, Ltd	1992		Quarterly	0717-6287	0716-9760	0716-9760	eng	Y	1992.0	Y	Y	IM	http://www.biolres.com/	Y	0717-6287
9815758	Biological research for nursing	Biol Res Nurs	United States	Thousand Oaks, CA	Sage Publications, Inc.	1999		Quarterly	1552-4175	1099-8004	1099-8004	eng	N	1999.0	Y	Y	IM	https://journals.sagepub.com/home/brn	Y	1552-4175
0414576	Biological reviews of the Cambridge Philosophical Society	Biol Rev Camb Philos Soc	England	London	Cambridge University Press.	1935		Quarterly	1469-185X	1464-7931	0006-3231	eng	N	1963.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-185X	Y	1469-185X
101548963	Biology of sex differences	Biol Sex Differ	England	London	BioMed Central	2010			2042-6410		2042-6410	eng	N	2016.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/sites/ppmc/journals/1423/	Y	2042-6410
7911509	Biological trace element research	Biol Trace Elem Res	United States	[London, Clifton, N. J.]	Humana Press.	1979		Eighteen no. a year,	1559-0720	0163-4984	0163-4984	eng	N	1988.0	Y	Y	IM	https://link.springer.com/journal/12011	Y	1559-0720
9004494	Biologicals : journal of the International Association of Biological Standardization	Biologicals	England	London ; San Diego	Academic Press	1990		Six no. a year,	1095-8320	1045-1056	1045-1056	eng	N	1990.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/10451056	Y	1095-8320
7708048	Biometrical journal. Biometrische Zeitschrift	Biom J	Germany	Weinheim	Wiley-VCH Verlag GmbH & Co. KGaA	1977		Six no. a year,	1521-4036	0323-3847	0323-3847	eng	N	2005.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4036	Y	1521-4036
100892849	Biomacromolecules	Biomacromolecules	United States	Washington, DC	American Chemical Society	2000		Bimonthly,	1526-4602	1525-7797	1525-7797	eng	N	2000.0	Y	Y	IM	http://pubs.acs.org/journals/bomaf6/index.html	Y	1526-4602
101312535	Biomarkers in medicine	Biomark Med	England	London	Future Medicine	2007		Eighteen issues a year,	1752-0371	1752-0363	1752-0363	eng	N	2010.0	Y	Y	IM	http://www.futuremedicine.com/loi/bmm	Y	1752-0371
9606000	Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals	Biomarkers	England	Abingdon, Oxford	Tayor & Francis	1996		Bimonthly	1366-5804	1354-750X	1354-750X	eng	N	2002.0	Y	Y	IM	http://www.tandfonline.com/loi/ibmk20	Y	1366-5804
9918383886206676	Biomaterials advances	Biomater Adv	Netherlands	[Amsterdam]	Elsevier B.V.	2022			2772-9508	2772-9516	2772-9508	eng	Y	2022.0	Y	Y	IM	https://www.sciencedirect.com/journal/biomaterials-advances	Y	2772-9508
101593571	Biomaterials science	Biomater Sci	England	Cambridge, UK	Royal Society of Chemistry	2013		Monthly	2047-4849	2047-4830	2047-4830	eng	N	2015.0	Y	Y	IM	http://pubs.rsc.org/en/Journals/JournalIssues/bm	Y	2047-4849
8100316	Biomaterials	Biomaterials	Netherlands	Amsterdam	Elsevier Science	1980		Twenty four no. a year	1878-5905	0142-9612	0142-9612	eng	N	1980.0	Y	Y	IM	https://www.sciencedirect.com/journal/biomaterials	Y	1878-5905
101135325	Biomechanics and modeling in mechanobiology	Biomech Model Mechanobiol	Germany	Berlin ;	Springer	2002		Six no. a year	1617-7940	1617-7959	1617-7940	eng	N	2002.0	Y	Y	IM	https://link.springer.com/journal/10237	Y	1617-7940
8610241	Biomedical chromatography : BMC	Biomed Chromatogr	England	Chichester	Wiley	1986		Ten no. a year,	1099-0801	0269-3879	0269-3879	eng	N	1986.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0801	Y	1099-0801
101147518	Biomedical engineering online	Biomed Eng Online	England	London	BioMed Central	2002			1475-925X		1475-925X	eng	N	2002.0	Y	Y	IM	http://www.biomedical-engineering-online.com/	Y	1475-925X
8909524	Biomedical and environmental sciences : BES	Biomed Environ Sci	China	[Beijing, China]	Chinese Center for Disease Control and Prevention	1988		Monthly,	2214-0190	0895-3988	0895-3988	eng	N	1988.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/08953988	Y	2214-0190
8905560	Biomedical instrumentation & technology	Biomed Instrum Technol	United States	[Philadelphia, PA	Published by Hanley & Belfus for the Association	1989		Bimonthly	1943-5967	0899-8205	0899-8205	eng	N	1989.0	Y	N	IM		Y	1943-5967
101599820	Biomedical journal	Biomed J	United States	New York	Elsevier	2012		Bimonthly	2320-2890	2319-4170	2319-4170	eng	Y	2012.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/23194170	Y	2320-2890
101196966	Biomedit︠s︡inskai︠a︡ khimii︠a︡	Biomed Khim	Russia (Federation)	Moskva	Rossiĭskai︠a︡ akademii︠a︡ medit︠s︡inskikh nauk	2003		Six no. a year	2310-6905	2310-6972	2310-6905	rus	Y	2003.0	Y	N	IM		Y	2310-6905
101285195	Biomedical materials (Bristol, England)	Biomed Mater	England	Bristol, UK	Institute of Physics Pub.	2006		Six no. a year,	1748-605X	1748-6041	1748-6041	eng	N	2006.0	Y	Y	IM	http://www.iop.org/EJ/journal/BMM	Y	1748-605X
9104021	Bio-medical materials and engineering	Biomed Mater Eng	Netherlands	Amsterdam	IOS Press	1991		Six no. a year,	1878-3619	0959-2989	0959-2989	eng	N	1991.0	Y	Y	IM	http://content.iospress.com/journals/bio-medical-materials-and-engineering	Y	1878-3619
100887374	Biomedical microdevices	Biomed Microdevices	United States	New York	Springer US	1998		Six no. a year	1572-8781	1387-2176	1387-2176	eng	N	2004.0	Y	Y	IM	https://link.springer.com/journal/10544	Y	1572-8781
101140142	Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia	Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub	Czech Republic	Olomouc	Vydavatelství Univerzity Palackého	1985		Two issues a year,	1804-7521	1213-8118	1213-8118	cze	N	2001.0	Y	Y	IM	http://biomed.papers.upol.cz/	Y	1804-7521
8213295	Biomedicine & pharmacotherapy = Biomédecine & pharmacothérapie	Biomed Pharmacother	France	Paris	Editions Scientifiques Elsevier	1982		Ten no. a year	1950-6007	0753-3322	0753-3322	eng	N	1982.0	Y	Y	IM	https://www.sciencedirect.com/journal/biomedicine-and-pharmacotherapy	Y	1950-6007
101675002	Biomedical physics & engineering express	Biomed Phys Eng Express	England	Bristol	IOP Publishing Ltd.	2015		Bimonthly,	2057-1976		2057-1976	eng	N	2020.0	Y	Y	IM	https://iopscience.iop.org/journal/2057-1976	Y	2057-1976
8100317	Biomedical research (Tokyo, Japan)	Biomed Res	Japan	Tokyo	Biomedical Research Foundation	1980		Six no. a year	1880-313X	0388-6107	0388-6107	eng	N	2005.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/biomedres	Y	1880-313X
101600173	BioMed research international	Biomed Res Int	United States	New York, NY	Hindawi Pub. Co.	2012			2314-6141	2314-6133		eng	Y	2012.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/2029/	Y	2314-6141
1262533	Biomedizinische Technik. Biomedical engineering	Biomed Tech (Berl)	Germany	Berlin	Walter de Gruyter Publishers	1971		Bimonthly,	1862-278X	0013-5585	0013-5585	eng	N	1971.0	Y	Y	IM	http://www.degruyter.com/view/j/bmte	Y	1862-278X
8205605	Biomédica : revista del Instituto Nacional de Salud	Biomedica	Colombia	Bogota	Instituto Nacional de Salud	1981		Quarterly	2590-7379	0120-4157	0120-4157	spa	N	2002.0	Y	Y	IM	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-4157&lng=pt&nrm=iso	Y	2590-7379
9208478	Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine	Biometals	Netherlands	Dordrecht	Kluwer Academic Publishers	1992		Six no. a year,	1572-8773	0966-0844	0966-0844	eng	N	1992.0	Y	Y	IM	https://link.springer.com/journal/10534	Y	1572-8773
0370625	Biometrics	Biometrics	United States	Alexandria Va	Biometric Society	1945		Quarterly	1541-0420	0006-341X	0006-341X	eng	N	1965.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0420	Y	1541-0420
9918522188506676	Biomolecules and biomedicine	Biomol Biomed	Bosnia and Herzegovina	Sarajevo	Association of Basic Medical Sciences of FBIH	2023			2831-090X	2831-0896	2831-0896	eng	Y	2023.0	Y	Y	IM	http://bjbms.org/ojs/index.php/bjbms/issue/archive	Y	2831-090X
101518829	Biomolecular concepts	Biomol Concepts	Germany	Berlin	Walter de Gruyter	2010		Bimonthly	1868-503X	1868-5021	1868-5021	eng	N	2014.0	Y	Y	IM	http://www.degruyter.com/view/j/bmc?recentIssue=true	Y	1868-503X
101472371	Biomolecular NMR assignments	Biomol NMR Assign	Netherlands	Dordrecht	Springer	2007		Semiannual	1874-270X	1874-2718	1874-270X	eng	N	2007.0	Y	Y	IM	https://link.springer.com/journal/12104	Y	1874-270X
101596414	Biomolecules	Biomolecules	Switzerland	Basel, Switzerland	MDPI	2011		Four issues a year	2218-273X		2218-273X	eng	N	2014.0	Y	Y	IM	http://www.mdpi.com/journal/biomolecules	Y	2218-273X
1303703	Bioorganic chemistry	Bioorg Chem	United States	Amsterdam	Elsevier	1971		Bimonthly,	1090-2120	0045-2068	0045-2068	eng	N	2001.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/00452068	Y	1090-2120
9413298	Bioorganic & medicinal chemistry	Bioorg Med Chem	England	Oxford	Elsevier Science	1993		Twelve no. a year	1464-3391	0968-0896	0968-0896	eng	N	1993.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/09680896	Y	1464-3391
9107377	Bioorganic & medicinal chemistry letters	Bioorg Med Chem Lett	England	Oxford	Elsevier Science Ltd	1991		Semimonthly,	1464-3405	0960-894X	0960-894X	eng	N	1998.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/0960894X	Y	1464-3405
7911226	Biopharmaceutics & drug disposition	Biopharm Drug Dispos	England	Chichester	Wiley	1979		Nine no. a year	1099-081X	0142-2782	0142-2782	eng	N	1979.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-081X	Y	1099-081X
0403171	Biophysical chemistry	Biophys Chem	Netherlands	Amsterdam	Elsevier Science B.V	1973		18 no. a year,	1873-4200	0301-4622	0301-4622	eng	N	1973.0	Y	Y	IM	https://www.sciencedirect.com/journal/biophysical-chemistry	Y	1873-4200
0370626	Biophysical journal	Biophys J	United States	Cambridge, MA	Cell Press	1960		Twenty-four no. a year	1542-0086	0006-3495	0006-3495	eng	N	1965.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/00063495	Y	1542-0086
0372525	Biopolymers	Biopolymers	United States	New York, NY	Wiley	1963		Twenty four no. a year,	1097-0282	0006-3525	0006-3525	eng	N	1965.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0282	Y	1097-0282
101507284	Biopreservation and biobanking	Biopreserv Biobank	United States	New Rochelle, NY	Mary Ann Liebert	2008		Six no. a year,	1947-5543	1947-5535	1947-5543	eng	N	2014.0	Y	Y	IM	http://www.liebertonline.com/loi/cpt	Y	1947-5543
101088505	Bioprocess and biosystems engineering	Bioprocess Biosyst Eng	Germany	Berlin, Germany	Springer-Verlag	2001		Six no. a year	1615-7605	1615-7591	1615-7591	eng	N	2002.0	Y	Y	IM	https://link.springer.com/journal/449	Y	1615-7605
9889523	Bioresource technology	Bioresour Technol	England	Barking, Essex, England	Elsevier Applied Science ;	1991		Twenty four issues a year,	1873-2976	0960-8524	0960-8524	eng	N	2001.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/09608524	Y	1873-2976
0372526	Biorheology	Biorheology	Netherlands	Amsterdam	IOS Press	1962		Bimonthly	1878-5034	0006-355X	0006-355X	eng	N	1965.0	Y	Y	IM	http://content.iospress.com/journals/biorheology	Y	1878-5034
9205717	Bioscience, biotechnology, and biochemistry	Biosci Biotechnol Biochem	England	Oxford	Oxford University Press	1992		Monthly	1347-6947	0916-8451	0916-8451	eng	N	1998.0	Y	Y	IM	http://www.tandfonline.com/loi/tbbb20	Y	1347-6947
8102797	Bioscience reports	Biosci Rep	England	London	Portland Press on behalf of the Biochemical Society	1981		Bimonthly	1573-4935	0144-8463	0144-8463	eng	N	1981.0	Y	Y	IM	http://www.bioscirep.org/content/by/year	Y	1573-4935
101502754	Bioscience trends	Biosci Trends	Japan	Tokyo	International Research and Cooperation Association for Bio & Socio-Sciences Advancement	2007		Bimonthly	1881-7823	1881-7815	1881-7815	eng	N	2007.0	Y	Y	IM	http://www.biosciencetrends.com/wholeissue.php	Y	1881-7823
9001289	Biosensors & bioelectronics	Biosens Bioelectron	England	Oxford	Elsevier Advanced Technology	1990		Semimonthly,	1873-4235	0956-5663	0956-5663	eng	N	1990.0	Y	Y	IM	https://www.sciencedirect.com/journal/biosensors-and-bioelectronics	Y	1873-4235
101609191	Biosensors	Biosensors (Basel)	Switzerland	Basel, Switzerland	MDPI Pub.	2011		Quarterly	2079-6374		2079-6374	eng	N	2014.0	Y	Y	IM	http://www.mdpi.com/journal/biosensors	Y	2079-6374
100897327	Biostatistics (Oxford, England)	Biostatistics	England	Oxford	Oxford University Press	2000		Quarterly	1468-4357	1465-4644	1465-4644	eng	N	2003.0	Y	Y	IM	http://biostatistics.oxfordjournals.org/archive/	Y	1468-4357
0430773	Bio Systems	Biosystems	Ireland	Limerick	Elsevier Science Ireland	1974		Fifteen no. a year	1872-8324	0303-2647	0303-2647	eng	N	1974.0	Y	Y	IM	https://www.sciencedirect.com/journal/biosystems	Y	1872-8324
9107378	Biotechnic & histochemistry : official publication of the Biological Stain Commission	Biotech Histochem	England	Abingdon, Oxford	Taylor & Francis	1991		Bimonthly	1473-7760	1052-0295	1052-0295	eng	N	1991.0	Y	Y	IM	http://www.tandfonline.com/loi/ibih20	Y	1473-7760
8306785	BioTechniques	Biotechniques	England	London, UK	Future Science	1983		Monthly	1940-9818	0736-6205	0736-6205	eng	N	1988.0	Y	Y	IM	http://www.biotechniques.com/biotechniques/archive/	Y	1940-9818
8403708	Biotechnology advances	Biotechnol Adv	England	Oxford	Elsevier Science	1983		8 no. a year,	1873-1899	0734-9750	0734-9750	eng	N	2003.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/07349750	Y	1873-1899
8609465	Biotechnology and applied biochemistry	Biotechnol Appl Biochem	United States	Malden	Wiley-Blackwell	1986		Bimonthly,	1470-8744	0885-4513	0885-4513	eng	N	1986.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1470-8744	Y	1470-8744
7502021	Biotechnology and bioengineering	Biotechnol Bioeng	United States	Hoboken, NJ	Wiley	1962		28 no. a year	1097-0290	0006-3592	0006-3592	eng	N	1969.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0290	Y	1097-0290
8510274	Biotechnology & genetic engineering reviews	Biotechnol Genet Eng Rev	England	Abingdon	Taylor & Francis	1984		Annual	2046-5556	0264-8725	0264-8725	eng	N	1984.0	Y	Y	IM	http://www.tandfonline.com/loi/tbgr20	Y	2046-5556
101265833	Biotechnology journal	Biotechnol J	Germany	Weinheim	Wiley-VCH Verlag	2006		Monthly	1860-7314	1860-6768	1860-6768	eng	N	2006.0	Y	Y	IM	http://www.biotechnology-journal.com	Y	1860-7314
8008051	Biotechnology letters	Biotechnol Lett	Netherlands	Dordrecht	Kluwer Academic Publishers	1979		Biweekly,	1573-6776	0141-5492	0141-5492	eng	N	2003.0	Y	Y	IM	https://link.springer.com/journal/10529	Y	1573-6776
8506292	Biotechnology progress	Biotechnol Prog	United States	Hoboken, NJ	Wiley-Blackwell	1985		Bimonthly,	1520-6033	8756-7938	1520-6033	eng	N	1998.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1021/(ISSN)1520-6033	Y	1520-6033
100883596	Bipolar disorders	Bipolar Disord	Denmark	Copenhagen	Wiley-Blackwell Munksgaard	1999		Bimonthly,	1399-5618	1398-5647	1398-5647	eng	N	1999.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-5618	Y	1399-5618
8302042	Birth (Berkeley, Calif.)	Birth	United States	Malden, MA	Wiley-Blackwell	1982		Quarterly	1523-536X	0730-7659	0730-7659	eng	N	2000.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1523-536X	Y	1523-536X
101701004	Birth defects research	Birth Defects Res	United States	Hoboken, N.J.	John Wiley & Sons, Inc.	2017		Twenty issues per year	2472-1727			eng	Y	2017.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2472-1727	Y	2472-1727
100935741	BJOG : an international journal of obstetrics and gynaecology	BJOG	England	Oxford	Wiley-Blackwell	2000		Monthly	1471-0528	1470-0328	1470-0328	eng	Y	2000.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0528	Y	1471-0528
101722685	BJS open	BJS Open	England	[Oxford]	Oxford University Press	2017		Six issues per year	2474-9842		2474-9842	eng	N	2019.0	Y	Y	IM	https://bjssjournals.onlinelibrary.wiley.com/journal/24749842	Y	2474-9842
100886721	BJU international	BJU Int	England	Oxford, UK	Blackwell Science	1999		Twenty four no. a year,	1464-410X	1464-4096	1464-4096	eng	Y	1999.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-410X	Y	1464-410X
7603509	Blood	Blood	United States	[New York]	Elsevier	1946		Weekly, except for the last week in December,	1528-0020	0006-4971	0006-4971	eng	N	1965.0	Y	Y	IM	https://www.sciencedirect.com/journal/blood	Y	1528-0020
101698425	Blood advances	Blood Adv	United States	Washington, DC	American Society of Hematology	2016		Semimonthly	2473-9537	2473-9529	2473-9529	eng	N	2017.0	Y	Y	IM	https://www.ncbi.nlm.nih.gov/pmc/journals/3318/	Y	2473-9537
101764786	Blood cancer discovery	Blood Cancer Discov	United States	Philadelphia, PA	American Association for Cancer Research	2020			2643-3249	2643-3230	2643-3230	eng	N	2020.0	Y	Y	IM	https://bloodcancerdiscov.aacrjournals.org/	Y	2643-3249
101568469	Blood cancer journal	Blood Cancer J	United States	New York, NY	Nature Pub. Group	2011		Irregular	2044-5385		2044-5385	eng	N	2014.0	Y	Y	IM	http://www.nature.com/bcj/index.html	Y	2044-5385
9509932	Blood cells, molecules & diseases	Blood Cells Mol Dis	United States	Orlando, FL	Academic Press	1995		Eight  no. a year,	1096-0961	1079-9796	1079-9796	eng	Y	1995.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/10799796	Y	1096-0961
9102551	Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis	Blood Coagul Fibrinolysis	England	London	Lippincott Williams And Wilkins	1990		Eight no. a year,	1473-5733	0957-5235	0957-5235	eng	N	1990.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001721-000000000-00000	Y	1473-5733
9301454	Blood pressure	Blood Press	England	Abingdon, Oxford	Taylor & Francis	1992		Bimonthly,	1651-1999	0803-7051	0803-7051	eng	N	1992.0	Y	Y	IM	http://www.tandfonline.com/loi/iblo20	Y	1651-1999
9606438	Blood pressure monitoring	Blood Press Monit	England	Hagerstown, MD	Lippincott Williams & Wilkins	1996		Bimonthly	1473-5725	1359-5237	1359-5237	eng	N	1999.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00126097-000000000-00000	Y	1473-5725
8402040	Blood purification	Blood Purif	Switzerland	Basel ; New York	S. Karger	1983		6 no. a year,	1421-9735	0253-5068	0253-5068	eng	N	1985.0	Y	Y	IM	http://www.karger.com/bpu	Y	1421-9735
8708558	Blood reviews	Blood Rev	England	London	Elsevier	1987		Four no. a year	1532-1681	0268-960X	0268-960X	eng	N	1987.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/0268960X	Y	1532-1681
101237479	Blood transfusion = Trasfusione del sangue	Blood Transfus	Italy	Milano	SIMTI servizi	2003		Bimonthly,	2385-2070	1723-2007	1723-2007	eng	N	2008.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/669/	Y	2385-2070
101465334	BMB reports	BMB Rep	Korea (South)	Seoul	Korean Society for Biochemistry and Molecular Biology	2008		Monthly	1976-670X	1976-6696	1976-6696	eng	Y	2008.0	Y	Y	IM	http://bmbreports.org	Y	1976-670X
100968535	BMC anesthesiology	BMC Anesthesiol	England	[London]	BioMed Central	2001			1471-2253		1471-2253	eng	N	2014.0	Y	Y	IM	http://www.biomedcentral.com/bmcanesthesiol/	Y	1471-2253
100965194	BMC bioinformatics	BMC Bioinformatics	England	[London]	BioMed Central	2000			1471-2105		1471-2105	eng	N	2000.0	Y	Y	IM	http://www.biomedcentral.com/bmcbioinformatics/	Y	1471-2105
101190720	BMC biology	BMC Biol	England	[London]	BioMed Central	2003			1741-7007		1741-7007	eng	N	2003.0	Y	Y	IM	http://www.biomedcentral.com/bmcbiol/	Y	1741-7007
101088663	BMC biotechnology	BMC Biotechnol	England	[London]	BioMed Central	2001			1472-6750		1472-6750	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmcbiotechnol/	Y	1472-6750
100967800	BMC cancer	BMC Cancer	England	London	BioMed Central	2001			1471-2407		1471-2407	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmccancer/	Y	1471-2407
100968539	BMC cardiovascular disorders	BMC Cardiovasc Disord	England	London	BioMed Central	2001			1471-2261		1471-2261	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmccardiovascdisord/	Y	1471-2261
101761232	BMC complementary medicine and therapies	BMC Complement Med Ther	England	London	BioMed Central	2020		Annual	2662-7671		2662-7671	eng	Y	2020.0	Y	Y	IM	https://link.springer.com/journal/12906	Y	2662-7671
101775613	BMC ecology and evolution	BMC Ecol Evol	England	London	BioMed Central	2021			2730-7182		2730-7182	eng	Y	2021.0	Y	Y	IM	https://bmcecolevol.biomedcentral.com/	Y	2730-7182
100968543	BMC emergency medicine	BMC Emerg Med	England	London	BioMed Central	2001			1471-227X		1471-227X	eng	N	2008.0	Y	Y	IM	http://www.biomedcentral.com/bmcemergmed/	Y	1471-227X
101088676	BMC endocrine disorders	BMC Endocr Disord	England	London	BioMed Central	2001			1472-6823		1472-6823	eng	N	2014.0	Y	Y	IM	http://www.biomedcentral.com/bmcendocrdisord/	Y	1472-6823
100968547	BMC gastroenterology	BMC Gastroenterol	England	London	BioMed Central	2001			1471-230X		1471-230X	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmcgastroenterol	Y	1471-230X
101775394	BMC genomic data	BMC Genom Data	England	London	BioMed Central	2021			2730-6844		2730-6844	eng	Y	2021.0	Y	Y	IM	https://bmcgenomics.biomedcentral.com/	Y	2730-6844
100965258	BMC genomics	BMC Genomics	England	London	BioMed Central	2000			1471-2164		1471-2164	eng	N	2000.0	Y	Y	IM	http://www.biomedcentral.com/bmcgenomics	Y	1471-2164
100968548	BMC geriatrics	BMC Geriatr	England	London	BioMed Central	2001			1471-2318		1471-2318	eng	N	2005.0	Y	Y	IM	http://www.biomedcentral.com/bmcgeriatr/	Y	1471-2318
101088677	BMC health services research	BMC Health Serv Res	England	London	BioMed Central	2001			1472-6963		1472-6963	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmchealthservres	Y	1472-6963
100966980	BMC immunology	BMC Immunol	England	London	BioMed Central	2000			1471-2172		1471-2172	eng	N	2000.0	Y	Y	IM	http://www.biomedcentral.com/bmcimmunol	Y	1471-2172
100968551	BMC infectious diseases	BMC Infect Dis	England	London	BioMed Central	2001			1471-2334		1471-2334	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmcinfectdis/	Y	1471-2334
101190723	BMC medicine	BMC Med	England	[London]	BioMed Central	2003			1741-7015		1741-7015	eng	N	2003.0	Y	Y	IM	http://www.biomedcentral.com/bmcmed/	Y	1741-7015
101088679	BMC medical education	BMC Med Educ	England	London	BioMed Central	2001			1472-6920		1472-6920	eng	N	2001.0	Y	Y	IM	http://www.biomedcentral.com/bmcmededuc/	Y	1472-6920
101088680	BMC medical ethics	BMC Med Ethics	England	London	BioMed Central	2000			1472-6939		1472-6939	eng	N	2007.0	Y	Y	IM	http://www.biomedcentral.com/bmcmedethics/	Y	1472-6939
