NlmUniqueID	BroadJournalHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	DOAJ_Seal	DOAJ	Reverse_Flip	flipped_embargo	flipped_access_model	flipped_born_oa
101183692	Allergy and Immunology											
9421292	Allergy and Immunology											
9421292	Clinical Laboratory Techniques											
7904770	Diagnostic Imaging											
9309653	Virology											
9504817	Drug Therapy	yes	12.0	yes	yes	yes						
9504817	Pharmacology	yes	12.0	yes	yes	yes						
9207893	Teratology	yes	12.0	yes	yes	yes						
101213033	Brain	yes	0.0	yes	yes	yes						
101213033	Neurology	yes	0.0	yes	yes	yes						
0236454	Brain											
0346653	Endocrinology	yes	12.0	yes	yes	yes						
0357424	Endocrinology											
0357424	Metabolism											
101516977	Genetics, Medical	yes	0.0	yes			Yes	yes				
100883600	Internal Medicine											
9816180	Nursing											
8906443	Allergy and Immunology	yes	12.0	yes	yes	yes						
101692332	Dentistry	yes	0.0	yes			No	yes				
7606847	Dermatology	yes	12.0	yes	yes	yes						
8201411	Nephrology											
7803060	Cardiology											
9305929	Vascular Diseases	yes	0.0	yes								
8207790	Vascular Diseases											
8207433	Cardiology											
8207433	Gynecology											
8207433	Obstetrics											
8207433	Perinatology											
0057202	Allergy and Immunology	yes	12.0	yes	yes	yes						
100973405	Medicine	yes	12.0	yes	yes	yes						
8409970	Neoplasms	yes	12.0	yes	yes	yes						
9709923	Nephrology	yes	12.0	yes	yes	yes						
7909724	Neurology											
7802110	Gynecology											
7802110	Obstetrics											
100896531	Ophthalmology	yes	12.0	yes	yes	yes						
8703442	Ophthalmology	yes	12.0	yes	yes	yes						
100889732	Pathology											
0425076	Pharmacology	yes	12.0	yes	yes	yes						
0425076	Physiology	yes	12.0	yes	yes	yes						
7611484	Pharmacology											
7611484	Physiology											
8308521	Rheumatology											
0365261	Gastroenterology											
101160775	Gastroenterology	yes	12.0	yes	yes	yes						
0253664	Genetics, Medical	yes	12.0	yes	yes	yes						
101260955	Neoplasms	yes	12.0	yes	yes	yes						
101260955	Urology	yes	12.0	yes	yes	yes						
8603766	Geriatrics	yes	12.0	yes	yes	yes						
8300869	Geriatrics	yes	12.0	yes	yes	yes						
2985140R	Gynecology											
0331547	Hematology											
9709206	Hematology	yes	0.0	yes	yes	yes						
9709206	Vascular Diseases	yes	0.0	yes	yes	yes						
8911831	Diagnostic Imaging	yes	12.0	yes	yes	yes						
100883537	Allergy and Immunology	yes	12.0	yes	yes	yes						
0356637	Allergy and Immunology											
8202349	Allergy and Immunology											
100888977	Dentistry	yes	12.0	yes	yes	yes						
9203213	Communicable Diseases	yes	12.0	yes	yes	yes						
9101410	Cardiology											
9101410	Critical Care											
101273480	Geriatrics	yes	0.0	yes			No	yes				
7804071	Medicine											
9207154	Medicine											
9208512	Vascular Diseases	yes	12.0	yes								
101271570	Nephrology	yes	0.0	yes	yes	yes						
101477246	Gastroenterology	yes	12.0	yes	yes	yes						
9705336	Neoplasms	yes										
9705336	Nursing	yes										
8507389	Neurology	yes	12.0	yes	yes	yes						
8507389	Psychophysiology	yes	12.0	yes	yes	yes						
9103300	Sports Medicine	yes	12.0	yes	yes	yes						
9705611	Clinical Laboratory Techniques											
7907061	Hematology											
8100174	Clinical Laboratory Techniques	yes	12.0	yes	yes	yes						
8806547	Clinical Laboratory Techniques											
8806547	Technology											
9314884	General Surgery											
100900959	Health Services											
8802622	Speech-Language Pathology	yes	12.0	yes	yes	yes						
9710002	Gastroenterology	yes	12.0	yes	yes	yes						
100893225	Neoplasms	yes	12.0	yes	yes	yes						
100893225	Pulmonary Medicine	yes	12.0	yes	yes	yes						
100898741	Neoplasms											
101256500	Neoplasms											
101525386	Neoplasms	yes	12.0	yes	yes	yes						
8707278	Biomedical Engineering											
101092853	Medicine											
101175887	Medicine											
9516420	Communicable Diseases	yes	12.0	yes	yes	yes						
9516420	Microbiology	yes	12.0	yes	yes	yes						
8807282	Microbiology	yes	0.0	yes								
101586730	Gastroenterology						No	yes				
0364441	Nephrology	yes										
7502039	Neurology	yes	12.0	yes	yes	yes						
7502039	Neurosurgery	yes	12.0	yes	yes	yes						
8214420	Neurology	yes										
8214420	Pathology	yes										
7607910	Psychopharmacology	yes	12.0	yes	yes	yes						
100883319	Neurology	yes	12.0	yes	yes	yes						
100883319	Psychophysiology	yes	12.0	yes	yes	yes						
8806548	Neurology	yes	12.0	yes	yes	yes						
8806548	Psychology	yes	12.0	yes	yes	yes						
101526693	Neurology	yes	12.0	yes	yes	yes						
101526693	Radiology	yes	12.0	yes	yes	yes						
9315128	Neurology											
2985141R	Neurosurgery											
0400665	Pulmonary Medicine											
7611109	Nuclear Medicine	yes	12.0	yes	yes	yes						
9433629	Neurology											
9433629	Nursing											
9208508	Nursing	yes	0.0	yes	yes	yes						
8709115	Nursing	yes	12.0	yes	yes	yes						
8309603	Nutritional Sciences	yes	12.0	yes	yes	yes						
101654592	Nutritional Sciences	yes	12.0	yes	yes	yes						
101560587	Metabolism	yes	12.0	yes	yes	yes						
7509601	Gynecology											
7509601	Obstetrics											
0070014	Gynecology	yes	6.0	yes								
0070014	Obstetrics	yes	6.0	yes								
100893239	Environmental Health											
100893239	Occupational Medicine											
9208273	Dentistry											
7511426	Neoplasms											
9002902	Neoplasms	yes	12.0	yes	yes	yes						
9105713	Dentistry	yes	12.0	yes	yes	yes						
9105713	General Surgery	yes	12.0	yes	yes	yes						
9707115	Dentistry	yes	12.0	yes	yes	yes						
0075674	Orthopedics	yes	12.0	yes	yes	yes						
101505087	Orthopedics						No	yes				
0372601	Orthopedics											
101247023	Otolaryngology	yes	12.0	yes	yes	yes						
7701793	Otolaryngology											
0372602	Otolaryngology											
0372603	Pediatrics											
0372606	Pediatrics	yes	0.0	yes	yes	yes						
9305935	Health Services Research											
7501306	Perinatology	yes	12.0	yes	yes	yes						
8207437	Pharmacy											
7606849	Pharmacology	yes	12.0	yes	yes	yes						
101572899	Drug Therapy	yes	12.0	yes	yes	yes						
101572899	Pharmacology	yes	12.0	yes	yes	yes						
0372741	Drug Therapy	yes	12.0	yes	yes	yes						
0372741	Pharmacology	yes	12.0	yes	yes	yes						
8209031	Biomedical Engineering											
8209031	Biophysics											
8209031	Physics											
8209031	Physiology											
8309768	Physiology											
8305885	Biochemistry											
8305885	Physiology											
101137604	Pathology	yes	12.0	yes	yes	yes						
101137604	Physiology	yes	12.0	yes	yes	yes						
0424767	General Surgery	yes	12.0	yes	yes	yes						
8604974	General Surgery	yes	12.0	yes	yes	yes						
8604974	Podiatry	yes	12.0	yes	yes	yes						
8501789	Podiatry											
9214656	Health Services Research											
8004895	Dentistry											
100892390	Health Services Research											
7503483	Pediatrics											
101155459	Neoplasms											
101155459	Urology											
9416196	Psychiatry	yes	12.0	yes	yes	yes						
9416196	Psychology	yes	12.0	yes	yes	yes						
9416196	Therapeutics	yes	12.0	yes	yes	yes						
8111117	Psychology	yes	24.0	yes	yes	yes						
1306016	Radiology	yes	12.0	yes	yes	yes						
8802181	Physical and Rehabilitation Medicine	yes	0.0	yes	yes	yes						
8218028	Reproductive Medicine											
7806789	Medicine											
101264123	Cardiology	yes	12.0	yes	yes	yes						
101538987	Cardiology	yes	12.0	yes								
101553659	Gastroenterology	yes	12.0	yes	yes	yes						
101315570	Pulmonary Medicine	yes	0.0	yes			No	yes				
8308524	Allergy and Immunology											
9504368	Allergy and Immunology	yes	12.0	yes	yes	yes						
7604943	Rheumatology											
8211469	Rheumatology	yes	12.0	yes								
101312513	Psychiatry											
0367732	Medicine											
7905731	Medicine	yes	12.0	yes	yes	yes						
7905731	Science	yes	12.0	yes	yes	yes						
0367540	Biochemistry											
0367540	Genetics											
0367540	Medicine											
7907311	Biochemistry											
7907311	Molecular Biology											
101675083	Orthopedics	yes	12.0	yes	yes	yes						
8112473	Sports Medicine	yes	12.0	yes	yes	yes						
0103677	Medicine											
101227511	Education	yes	12.0	yes	yes	yes						
9806359	Veterinary Medicine											
0372604	Drug Therapy											
0372604	Therapeutics											
7706726	Drug Therapy	yes	12.0	yes	yes	yes						
7706726	Therapeutics	yes	12.0	yes	yes	yes						
0205535	Toxicology											
101241654	Toxicology	yes	12.0	yes	yes	yes						
101532142	Gastroenterology	yes	0.0	yes			No	yes				
101597971	Biomedical Engineering	yes	0.0	yes			No	yes				
101597971	Medicine	yes	0.0	yes			No	yes				
101247119	Neoplasms	yes	12.0	yes	yes	yes						
101474067	Medicine	yes	0.0	yes			No	yes				
8812419	Transplantation											
8710240	Transplantation	yes	12.0	yes	yes	yes						
101197451	Medicine	yes	0.0	yes	yes	yes						
101197451	Therapeutics	yes	0.0	yes	yes	yes						
0066472	Medicine											
0066472	Therapeutics											
9212070	Medicine											
9212070	Therapeutics											
101252125	Allergy and Immunology											
101252125	Clinical Laboratory Techniques											
101244734	Medicine						No	yes				
0057664	History of Medicine	yes	0.0	yes								
100883430	Molecular Biology											
101125444	Cell Biology											
101125444	Genetics											
9711805	Medicine	yes	0.0	yes			No	yes				
101620603	Medicine	yes	0.0	yes								
1250251	Nursing											
9514898	Neurology											
9514898	Pharmacology											
9431220	Drug Therapy	yes	12.0	yes	yes	yes						
9431220	Neurology	yes	12.0	yes	yes	yes						
9431220	Pharmacology	yes	12.0	yes	yes	yes						
101269155	Drug Therapy	yes	6.0	yes	yes	yes						
101269155	Neurology	yes	6.0	yes	yes	yes						
101473265	Neurology	yes	0.0	yes			No	yes				
101473265	Therapeutics	yes	0.0	yes			No	yes				
101594668	Neoplasms	yes	0.0	yes			No	yes				
9702877	Neurology	yes	0.0	yes	yes	yes						
9702877	Psychiatry	yes	0.0	yes	yes	yes						
101121166	Audiology	yes	12.0	yes	yes	yes						
100909747	Health Services Research	yes	0.0	yes	yes	yes						
100909747	Medicine	yes	0.0	yes	yes	yes						
101623246	Audiology						No	yes				
101623246	Speech-Language Pathology						No	yes				
0373165	Cardiology											
0373165	Medicine											
101083946	Behavioral Sciences	yes	12.0	yes	yes	yes						
101083946	Neurology	yes	12.0	yes	yes	yes						
101167278	Neurology	yes	12.0	yes	yes	yes						
101167278	Psychiatry	yes	12.0	yes	yes	yes						
101167278	Psychology	yes	12.0	yes	yes	yes						
101143317	Behavioral Sciences	yes	12.0	yes	yes	yes						
101143317	Therapeutics	yes	12.0	yes	yes	yes						
8710375	Psychology	yes	12.0	yes	yes	yes						
9713497	Neurology	yes	12.0	yes	yes	yes						
9713497	Psychiatry	yes	12.0	yes	yes	yes						
8411889	Neurology	yes	12.0	yes	yes	yes						
8411889	Psychology	yes	12.0	yes	yes	yes						
101518151	Neurology	yes	12.0	yes	yes	yes						
101518151	Psychology	yes	12.0	yes	yes	yes						
101177984	Psychology	yes	12.0	yes	yes	yes						
0241111	Psychology	yes	12.0	yes	yes	yes						
101697632	Psychology	yes	0.0	yes			Yes	yes				
7708195	Psychology	yes			yes	yes						
0367541	Psychology	yes	12.0	yes	yes	yes						
101660017	Genetics, Medical											
101513680	Biology											
101571139	Medicine											
101524530	Clinical Laboratory Techniques											
1256107	Biology											
8003354	Anthropology											
8003354	Medicine											
8102998	Rheumatology											
8500687	Medicine											
0413664	Cardiology											
0413664	Pulmonary Medicine											
9612493	Nursing											
9315133	Chemistry	yes	12.0	yes	yes	yes						
8003550	Medicine											
16320400R	Nursing											
8502809	Nursing											
9212578	Internal Medicine											
9212578	Primary Health Care											
100883611	Gastroenterology	yes	12.0	yes	yes	yes						
9875021	Dentistry											
9810948	Chemistry	yes	6.0	yes	yes	yes						
9810948	Molecular Biology	yes	6.0	yes	yes	yes						
9310060	Acquired Immunodeficiency Syndrome											
101200320	Biology											
101200320	Environmental Health											
0326114	Biology											
0326114	Psychology											
9108419	Communicable Diseases											
101735394	Communicable Diseases											
101601804	Communicable Diseases											
9808711	Communicable Diseases											
9808711	Public Health											
9312372	Acquired Immunodeficiency Syndrome											
9312372	Communicable Diseases											
9312372	Sexually Transmitted Diseases											
9314041	Communicable Diseases											
9312012	Communicable Diseases											
9312012	Sexually Transmitted Diseases											
101201068	Health Services	yes	0.0	yes	yes	yes						
101201068	Medicine	yes	0.0	yes	yes	yes						
7707277	Nursing											
7706729	Pharmacology											
101140094	Health Services Research											
101140094	Public Health											
8411261	Dentistry											
8411261	Public Health											
0410263	Dentistry	yes	12.0	yes	yes	yes						
0410263	Epidemiology	yes	12.0	yes	yes	yes						
9810770	Genetics, Medical											
0226630	Public Health											
7808693	Public Health											
7907617	Public Health											
0005735	Psychology	yes	12.0	yes	yes	yes						
8506876	Nursing											
9508559	Nursing											
7900730	Nursing											
9809060	Nursing											
7502545	Biochemistry											
7502545	Physiology											
1276312	Physiology											
9806096	Molecular Biology	yes	12.0	yes	yes	yes						
9806096	Physiology	yes	12.0	yes	yes	yes						
9516062	Physiology											
2984730R	Biochemistry											
9516061	Biochemistry	yes	12.0	yes	yes	yes						
9516061	Molecular Biology	yes	12.0	yes	yes	yes						
9430606	Biochemistry											
9430606	Molecular Biology											
7503763	Pharmacology											
8310013	Pharmacology											
8310013	Toxicology											
9516060	Endocrinology											
9516060	Pharmacology											
9516060	Toxicology											
100959500	Pharmacology	yes	12.0	yes	yes	yes						
100959500	Toxicology	yes	12.0	yes	yes	yes						
9441449	Physiology											
101270611	Biochemistry	yes	12.0	yes	yes	yes						
101270611	Genetics	yes	12.0	yes	yes	yes						
9430518	Endocrinology											
9430518	Pharmacology											
9430518	Toxicology											
9441448	Physiology											
7600504	Pharmacology											
7808924	Allergy and Immunology	yes	12.0	yes	yes	yes						
7808924	Communicable Diseases	yes	12.0	yes	yes	yes						
7808924	Microbiology	yes	12.0	yes	yes	yes						
7808924	Veterinary Medicine	yes	12.0	yes	yes	yes						
100900466	Laboratory Animal Science											
100900466	Medicine											
7801707	Medicine											
8110106	Dentistry											
9600713	Dentistry											
9600713	Education											
101094904	Dentistry											
101094904	Education											
8210675	Dentistry											
101290247	Veterinary Medicine											
9110139	Dentistry											
8702480	Dentistry											
8409977	Allergy and Immunology											
8903074	Allergy and Immunology											
101698453	Complementary Therapies	yes	0.0	yes	yes	yes						
101225531	Complementary Therapies	yes	12.0	yes	yes	yes						
101225531	Nursing	yes	12.0	yes	yes	yes						
101225531	Obstetrics	yes	12.0	yes	yes	yes						
101225531	Perinatology	yes	12.0	yes	yes	yes						
9308777	Complementary Therapies	yes	0.0	yes			No	yes				
9506953	Complementary Therapies											
9506953	Nursing											
9506953	Obstetrics											
9506953	Perinatology											
101682864	Nursing	yes	12.0	yes	yes	yes						
101682864	Pediatrics	yes	12.0	yes	yes	yes						
8710568	Geriatrics											
8712368	Geriatrics											
8809131	Geriatrics											
100910750	Ophthalmology											
101574442	Physiology	yes	12.0	yes	yes	yes						
0372612	Psychiatry	yes	0.0	yes			No	yes				
101305205	Nutritional Sciences	yes	12.0	yes	yes	yes						
7605837	Therapeutics											
9708375	General Surgery											
8511758	Biology											
8511758	Biomedical Engineering											
101681550	General Surgery	yes	0.0	yes			No	yes				
101681550	Technology	yes	0.0	yes			No	yes				
101157394	Chemistry	yes	12.0	yes	yes	yes						
101157394	Computational Biology	yes	12.0	yes	yes	yes						
101157394	Medical Informatics	yes	12.0	yes	yes	yes						
1250250	Biology	yes	12.0	yes	yes	yes						
1250250	Medical Informatics	yes	12.0	yes	yes	yes						
1250250	Medicine	yes	12.0	yes	yes	yes						
0100331	Biology											
0100331	Medical Informatics											
0100331	Medicine											
7607706	Chemistry											
7607706	Medical Informatics											
101141667	Medical Informatics	yes	12.0	yes								
101141667	Nursing	yes	12.0	yes								
101279357	Computational Biology	yes	0.0	yes			Yes	yes				
101279357	Neurology	yes	0.0	yes			Yes	yes				
101277751	Medical Informatics						Yes	yes				
8806104	Diagnostic Imaging	yes	12.0	yes	yes	yes						
9802899	Biomedical Engineering	yes	12.0	yes	yes	yes						
9802899	Physiology	yes	12.0	yes	yes	yes						
8506513	Medical Informatics	yes	12.0	yes	yes	yes						
8507717	Medical Informatics											
8507717	Nursing											
0237013	Biomedical Engineering											
0237013	Technology											
8208620	Radiology											
101294517	Computational Biology											
7703872	Biomedical Engineering											
7703872	Radiology											
8305245	Biomedical Engineering											
8412469	Allergy and Immunology											
8412469	Pathology											
9214659	Nursing											
2984731R	Public Health											
0412676	Psychology											
7610427	Dentistry											
101243413	Biomedical Engineering											
9011101	Critical Care											
9011101	Nursing											
7600680	Neurology											
0207314	Psychiatry											
9306292	Teratology	yes	12.0	yes	yes	yes						
101256510	Cardiology											
9714174	Cardiology											
0372745	Medicine											
9878914	Nursing											
0365263	Rheumatology	yes	12.0	yes	yes	yes						
9303140	Psychology	yes	12.0	yes	yes	yes						
9303140	Psychophysiology	yes	12.0	yes	yes	yes						
8106383	Medicine											
9108119	Health Services Research											
9108119	Medicine											
9882301	Environmental Health	yes	12.0	yes	yes	yes						
9013983	Pharmacy											
0215776	Health Services Research											
0215776	Public Health											
9712714	Ophthalmology	yes	12.0	yes	yes	yes						
7604950	Dermatology	yes	12.0	yes	yes	yes						
7509610	Ophthalmology											
0417430	Dentistry											
0352463	Biomedical Engineering											
0352714	Biomedical Engineering											
7900421	Anesthesiology											
101242342	Medicine	yes	12.0	yes	yes	yes						
101242342	Therapeutics	yes	12.0	yes	yes	yes						
9007257	Internal Medicine											
8508326	Biochemistry											
8508326	Chemistry, Clinical											
8508328	Health Services											
0071075	Neurology											
9211867	Nursing	yes	12.0	yes	yes	yes						
8219527	Orthopedics											
8702030	Pediatrics											
7905177	Pharmacy											
0314145	Allergy and Immunology											
9204153	Laboratory Animal Science											
9204153	Veterinary Medicine											
0363025	Allergy and Immunology											
8912618	Urology											
8807456	Health Services											
9508119	Health Services											
9508119	Hospitals											
9509333	Neurology	yes	12.0	yes	yes	yes						
100962178	Health Services											
100962178	Hospitals											
9314045	Family Planning Services											
9314045	Gynecology											
9314045	Obstetrics											
9314045	Reproductive Medicine											
0411244	Medicine											
0411244	Reproductive Medicine											
0234361	Reproductive Medicine	yes	12.0	yes	yes	yes						
101286760	Diagnostic Imaging	yes	0.0	yes			Yes	yes				
7807252	Epidemiology											
7807252	Statistics as Topic											
7702984	Gynecology											
7702984	Obstetrics											
9815689	Microbiology											
0401476	Allergy and Immunology											
0401476	Microbiology											
7513582	Nephrology											
0420475	Biology											
0006021	Neurology											
8006242	Medicine											
8006242	Therapeutics											
8506311	Psychiatry											
16420030R	Dentistry											
101211769	Pulmonary Medicine	yes	0.0	yes			No	yes				
0372614	Cardiology											
0372614	Vascular Diseases											
8216186	Ophthalmology	yes	12.0	yes	yes	yes						
9892180	Jurisprudence											
9892180	Public Health											
7703647	Health Services Research											
7703647	Jurisprudence											
0074245	Veterinary Medicine											
9011445	Cardiology	yes	12.0	yes	yes	yes						
9011445	Vascular Diseases	yes	12.0	yes	yes	yes						
7600506	Dentistry											
0100725	Behavioral Sciences	yes	12.0	yes	yes	yes						
0100725	Brain	yes	12.0	yes	yes	yes						
0100725	Neurology	yes	12.0	yes	yes	yes						
0247470	Dermatology											
0247470	General Surgery											
0247470	Sexually Transmitted Diseases											
8002944	Health Services											
8002944	Hospitals											
0372710	Pharmacy											
101580011	Pharmacology	yes	0.0	yes			No	yes				
8609491	Dentistry	yes	12.0	yes	yes	yes						
9203232	Dentistry											
0330403	Biochemistry											
1307350	Biomedical Engineering											
1247734	Clinical Laboratory Techniques											
8506657	Neurology											
0372257	Nuclear Medicine											
0372257	Radiology											
7705846	Nuclear Medicine											
7705846	Radiology											
7513255	Nutritional Sciences											
8106390	Allergy and Immunology											
1301620	Microbiology											
0372260	Radiology											
1305020	Toxicology											
9505022	Nursing	yes	12.0	yes	yes	yes						
9309668	Behavioral Sciences	yes	12.0	yes	yes	yes						
9309668	Psychology	yes	12.0	yes	yes	yes						
8218602	Behavioral Sciences	yes	0.0	yes	yes	yes						
101738191	Molecular Biology	yes	0.0	yes	yes	yes						
9801902	Critical Care	yes	0.0	yes			Yes	yes				
8507720	Critical Care	yes	12.0	yes	yes	yes						
0355501	Critical Care	yes	12.0	yes	yes	yes						
8912620	Critical Care	yes	12.0	yes	yes	yes						
8912620	Nursing	yes	12.0	yes	yes	yes						
8704517	Critical Care	yes	12.0	yes								
8704517	Nursing	yes	12.0	yes								
8207799	Critical Care	yes										
8207799	Nursing	yes										
100888170	Critical Care											
7802334	Critical Care											
7802334	Nursing											
9886098	Acquired Immunodeficiency Syndrome											
101165286	Cardiology	yes	12.0	yes	yes	yes						
9004784	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
8903774	Biochemistry	yes	12.0	yes	yes	yes						
8903774	Molecular Biology	yes	12.0	yes	yes	yes						
8208626	Biomedical Engineering											
8208627	Biomedical Engineering	yes	12.0	yes	yes	yes						
8505177	Biotechnology	yes	12.0	yes	yes	yes						
8914816	Clinical Laboratory Techniques	yes	12.0	yes	yes	yes						
101136418	Radiology											
8914817	Diagnostic Imaging											
9007261	Biotechnology	yes	12.0	yes	yes	yes						
9007261	Molecular Biology	yes	12.0	yes	yes	yes						
8914818	Nutritional Sciences	yes	12.0	yes	yes	yes						
8914819	Allergy and Immunology	yes	12.0	yes	yes	yes						
8712374	Medical Informatics											
8914274	Microbiology	yes	12.0	yes	yes	yes						
8710803	Biology											
8710803	Neurology											
8914610	Neoplasms	yes	12.0	yes	yes	yes						
8916049	Hematology	yes	12.0	yes	yes	yes						
8916049	Neoplasms	yes	12.0	yes	yes	yes						
9009999	Dentistry											
8511159	Drug Therapy	yes	12.0	yes	yes	yes						
8914275	Toxicology	yes	12.0	yes	yes	yes						
9109511	Anesthesiology											
9109511	Nursing											
9424324	Medicine	yes					No	yes				
101654608	General Surgery											
9891832	Biology											
9891832	Chemistry											
0006252	Biology	yes	12.0	yes	yes	yes						
101312976	Ethics	yes	0.0	yes								
9512524	Psychology											
9512524	Social Sciences											
100883416	Behavioral Sciences	yes	12.0	yes	yes	yes						
100883416	Social Sciences	yes	12.0	yes	yes	yes						
7707467	Anthropology	yes	12.0	yes	yes	yes						
7707467	Psychiatry	yes	12.0	yes	yes	yes						
7707467	Social Sciences	yes	12.0	yes	yes	yes						
100956435	Psychology	yes	0.0	yes	yes	yes						
100956435	Social Sciences	yes	0.0	yes	yes	yes						
1270323	Cardiology											
7901092	Nursing	yes	0.0	yes			Yes	yes				
101473576	Geriatrics	yes	6.0	yes	yes	yes						
7801711	Substance-Related Disorders											
101096440	Allergy and Immunology	yes	12.0	yes	yes	yes						
101096440	Pulmonary Medicine	yes	12.0	yes	yes	yes						
101139936	Allergy and Immunology											
101208441	Neurology	yes	6.0	yes	yes	yes						
0421035	Anthropology											
0421035	History of Medicine											
100897685	Vascular Diseases	yes	12.0	yes	yes	yes						
9107782	Biology	yes	12.0	yes	yes	yes						
101094211	Antineoplastic Agents	yes	6.0	yes	yes	yes						
101094211	Neoplasms	yes	6.0	yes	yes	yes						
100888969	Cardiology	yes	12.0	yes	yes	yes						
101261935	Cardiology	yes	6.0	yes	yes	yes						
101273158	Pharmacology											
7908990	Communicable Diseases											
101265750	Medical Informatics	yes	6.0	yes	yes	yes						
101265750	Pharmacology	yes	6.0	yes	yes	yes						
0347207	Nutritional Sciences											
7513831	Psychopharmacology											
101093791	Endocrinology	yes	12.0	yes	yes	yes						
101253260	Endocrinology	yes	6.0	yes	yes	yes						
101121763	Allergy and Immunology											
101468123	Substance-Related Disorders											
101208455	Drug Therapy	yes	6.0	yes	yes	yes						
101208455	Pharmacology	yes	6.0	yes	yes	yes						
101157212	Pharmacology	yes	6.0	yes	yes	yes						
100960533	Chemistry	yes	6.0	yes	yes	yes						
100960533	Metabolism	yes	6.0	yes	yes	yes						
101735701	Substance-Related Disorders	yes	6.0	yes	yes	yes						
101270895	Drug Therapy	yes	6.0	yes	yes	yes						
101270895	Pharmacology	yes	6.0	yes	yes	yes						
100960531	Drug Therapy	yes	6.0	yes	yes	yes						
101123341	Cardiology											
101123341	Drug Therapy											
101123341	Hematology											
101123341	Vascular Diseases											
101151150	Drug Therapy											
101151150	Neurology											
101121150	Allergy and Immunology											
101121150	Drug Therapy											
101121150	Endocrinology											
101121150	Metabolism											
101128002	Anti-Infective Agents											
101128002	Communicable Diseases											
101160019	Allergy and Immunology											
101160019	Drug Therapy											
101629387	Environmental Health	yes	12.0	yes	yes	yes						
8104312	Ophthalmology	yes	12.0	yes	yes	yes						
100888896	Gastroenterology	yes	12.0	yes	yes	yes						
101125446	Genetics, Medical	yes	6.0	yes	yes	yes						
101125446	Therapeutics	yes	6.0	yes	yes	yes						
8004904	Genetics	yes	12.0	yes	yes	yes						
101196487	Cardiology	yes	12.0	yes	yes	yes						
101262565	Hematology	yes	12.0	yes	yes	yes						
101262565	Neoplasms	yes	12.0	yes	yes	yes						
101151358	Hematology											
101156990	Acquired Immunodeficiency Syndrome	yes	6.0	yes	yes	yes						
101235661	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes						
100888982	Vascular Diseases	yes	12.0	yes	yes	yes						
101239891	Vascular Diseases	yes	6.0	yes	yes	yes						
100939156	Gastroenterology											
100939156	Microbiology											
100931761	Molecular Biology											
9440157	Chemistry											
101123597	Antineoplastic Agents											
101123597	Chemistry											
101157213	Chemistry, Clinical											
101157213	Pharmacology											
1260300	Pharmacology											
101762461	Diagnostic Imaging	yes	6.0	yes	yes	yes						
101272516	Diagnostic Imaging											
0351014	Medicine	yes	12.0	yes	yes	yes						
101729993	Medicine	yes	12.0	yes	yes	yes						
7808448	Microbiology	yes	12.0	yes	yes	yes						
0430261	Biochemistry											
0430261	Biology											
0430261	Medicine											
101093076	Molecular Biology	yes	6.0	yes	yes	yes						
101467997	Pharmacology	yes	6.0	yes	yes	yes						
100931790	Neurology	yes	12.0	yes	yes	yes						
101157239	Neurology	yes	6.0	yes	yes	yes						
101157239	Pharmacology	yes	6.0	yes	yes	yes						
101208439	Neurology	yes	6.0	yes	yes	yes						
101208439	Vascular Diseases	yes	6.0	yes	yes	yes						
101587480	Nutritional Sciences	yes	12.0	yes	yes	yes						
101578283	Metabolism	yes	12.0	yes	yes	yes						
9502503	Neoplasms	yes	0.0	yes			No	yes				
100888967	Neoplasms	yes	12.0	yes	yes	yes						
100936359	Allergy and Immunology	yes	12.0	yes	yes	yes						
8813436	Anesthesiology	yes	12.0	yes	yes	yes						
9100492	Biotechnology	yes	12.0	yes	yes	yes						
8608087	Cardiology	yes	12.0	yes	yes	yes						
8913428	Cell Biology	yes	12.0	yes	yes	yes						
9811312	Biochemistry	yes	12.0	yes	yes	yes						
9804399	Metabolism	yes	12.0	yes	yes	yes						
9804399	Nutritional Sciences	yes	12.0	yes	yes	yes						
9438826	Dentistry											
9504454	Critical Care	yes	12.0	yes	yes	yes						
9106559	Dentistry											
100887519	Drug Therapy											
100887519	Pharmacology											
101308636	Endocrinology	yes	12.0	yes	yes	yes						
101308636	Metabolism	yes	12.0	yes	yes	yes						
8506887	Gastroenterology	yes	12.0	yes	yes	yes						
9314670	General Surgery											
9111375	Genetics	yes	12.0	yes	yes	yes						
9430802	Hematology	yes	12.0	yes	yes	yes						
101264945	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes						
8900118	Allergy and Immunology	yes	12.0	yes	yes	yes						
8809878	Communicable Diseases	yes	12.0	yes	yes	yes						
101635599	Zoology	yes	12.0	yes	yes	yes						
100965718	Drug Therapy											
9010000	Biochemistry	yes	12.0	yes	yes	yes						
9815056	Microbiology	yes	12.0	yes	yes	yes						
100891485	Molecular Biology											
100891485	Therapeutics											
9303753	Nephrology	yes	12.0	yes	yes	yes						
9303753	Vascular Diseases	yes	12.0	yes	yes	yes						
9111376	Biology	yes	12.0	yes	yes	yes						
9111376	Neurology	yes	12.0	yes	yes	yes						
9319162	Neurology	yes	12.0	yes	yes	yes						
8809879	Neurology											
8809879	Neurosurgery											
