NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	title_sherpa	issne_sherpa	issnp_sherpa	url	publisher_id	publisher_country	publisher_type	publisher_url	publisher_name	sherpa_id	sherpa_uri	ISSN_old_x	DOAJ_pissn	ISSN_old_y	DOAJ_title	DOAJ_eissn	DOAJ_Seal	DOAJ_date	DOAJ_year	DOAJ	year_founded	year_reverse_flipped	journal_location	society_affiliation	other_sci_affiliation	flipped_journal_name	post_flip_publisher	flipped_access_model	apc_pre	apc_post	apc_now	discipline	flipped_oa	flipped_born_oa	flipped_embargo	Reverse_Flip
101561951	Annual review of food science and technology	Annu Rev Food Sci Technol	United States	Palo Alto, CA	Annual Reviews	2010		Annual	1941-1421	1941-1413	1941-1421	eng	N	2010.0	Y	Y	IM	http://www.annualreviews.org/journal/food	Y	1941-1421	yes					Annual Review of Food Science and Technology	1941-1421	1941-1413	https://www.annualreviews.org/loi/food	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11676.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
0117605	Annual review of genetics	Annu Rev Genet	United States	Palo Alto Ca	Annual Reviews	1967		Annual	1545-2948	0066-4197	0066-4197	eng	N	1970.0	Y	Y	IM	http://genet.annualreviews.org/	Y	1545-2948	yes					Annual Review of Genetics	1545-2948	0066-4197	https://www.annualreviews.org/loi/genet	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11677.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
100911346	Annual review of genomics and human genetics	Annu Rev Genomics Hum Genet	United States	Palo Alto, CA	Annual Reviews	2000		Annual	1545-293X	1527-8204	1527-8204	eng	N	2000.0	Y	Y	IM	http://arjournals.annualreviews.org/loi/genom	Y	1545-293X	yes	0.0	yes			Annual Review of Genomics and Human Genetics	1545-293X	1527-8204	http://arjournals.annualreviews.org/loi/genom	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11678.0	https://v2.sherpa.ac.uk/id/publisher_policy/3684																									
8309206	Annual review of immunology	Annu Rev Immunol	United States	Palo Alto, Calif.	Annual Reviews Inc.	1983		Annual	1545-3278	0732-0582	0732-0582	eng	N	1983.0	Y	Y	IM	http://www.annualreviews.org/loi/immunol	Y	1545-3278	yes					Annual Review of Immunology	1545-3278	0732-0582	https://www.annualreviews.org/loi/immunol	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11679.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
2985151R	Annual review of medicine	Annu Rev Med	United States	Palo Alto Ca	Annual Reviews	1950		Annual	1545-326X	0066-4219	0066-4219	eng	N	1966.0	Y	Y	IM	http://arjournals.annualreviews.org/loi/med	Y	1545-326X	yes					Annual Review of Medicine	1545-326X	0066-4219	https://www.annualreviews.org/loi/med	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11688.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
0372370	Annual review of microbiology	Annu Rev Microbiol	United States	Palo Alto, CA	Annual Reviews	1947		Annual	1545-3251	0066-4227	0066-4227	eng	N	1965.0	Y	Y	IM	http://www.annualreviews.org/loi/micro	Y	1545-3251	yes					Annual Review of Microbiology	1545-3251	0066-4227	https://www.annualreviews.org/loi/micro	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11689.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
7804039	Annual review of neuroscience	Annu Rev Neurosci	United States	Palo Alto, Calif.	Annual Reviews, inc.	1978		Annual	1545-4126	0147-006X	0147-006X	eng	N	1978.0	Y	Y	IM	http://neuro.annualreviews.org/	Y	1545-4126	yes					Annual Review of Neuroscience	1545-4126	0147-006X	https://www.annualreviews.org/loi/neuro	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11690.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
8406387	Annual review of nursing research	Annu Rev Nurs Res	United States	New York	Springer Pub. Co.	1983		Annual		0739-6686	0739-6686	eng	N	1986.0	Y	Y	IM	http://connect.springerpub.com/content/sgrarnr	Y	0739-6686																																									
8209988	Annual review of nutrition	Annu Rev Nutr	United States	Palo Alto Ca	Annual Reviews	1981		Annual	1545-4312	0199-9885	0199-9885	eng	N	1981.0	Y	Y	IM	http://nutr.annualreviews.org/	Y	1545-4312	yes					Annual Review of Nutrition	1545-4312	0199-9885	https://www.annualreviews.org/loi/nutr	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11692.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
101275111	Annual review of pathology	Annu Rev Pathol	United States	Palo Alto, Calif.	Annual Reviews	2006		Annual	1553-4014	1553-4006	1553-4006	eng	N	2006.0	Y	Y	IM	http://www.annualreviews.org/loi/pathmechdis	Y	1553-4014	yes					Annual Review of Pathology: Mechanisms of Disease	1553-4014	1553-4006	https://www.annualreviews.org/loi/pathmechdis	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11693.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
7607088	Annual review of pharmacology and toxicology	Annu Rev Pharmacol Toxicol	United States	Palo Alto Ca	Annual Reviews	1976		Annual	1545-4304	0362-1642	0362-1642	eng	N	1976.0	Y	Y	IM	http://pharmtox.annualreviews.org/	Y	1545-4304	yes					Annual Review of Pharmacology and Toxicology	1545-4304	0362-1642	https://www.annualreviews.org/loi/pharmtox	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11694.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
15040080R	Annual review of physical chemistry	Annu Rev Phys Chem	United States	Palo Alto Ca	Annual Reviews	1950		Annual	1545-1593	0066-426X	0066-426X	eng	N	1988.0	Y	Y	IM	http://www.annualreviews.org/loi/physchem	Y	1545-1593	yes					Annual Review of Physical Chemistry	1545-1593	0066-426X	https://www.annualreviews.org/loi/physchem	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11695.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
0370600	Annual review of physiology	Annu Rev Physiol	United States	Palo Alto Ca	Annual Reviews	1939		Annual	1545-1585	0066-4278	0066-4278	eng	N	1972.0	Y	Y	IM	http://arjournals.annualreviews.org/loi/physiol	Y	1545-1585	yes					Annual Review of Physiology	1545-1585	0066-4278	https://www.annualreviews.org/loi/physiol	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11696.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
0372373	Annual review of phytopathology	Annu Rev Phytopathol	United States	Palo Alto, CA	Annual Reviews	1963		Annual	1545-2107	0066-4286	0066-4286	eng	N	2001.0	Y	Y	IM	http://www.annualreviews.org/loi/phyto	Y	1545-2107	yes					Annual Review of Phytopathology	1545-2107	0066-4286	https://www.annualreviews.org/loi/phyto	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11697.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
101140127	Annual review of plant biology	Annu Rev Plant Biol	United States	Palo Alto, Calif.	Annual Reviews Inc.	2002		Annual	1545-2123	1543-5008	1543-5008	eng	N	2002.0	Y	Y	IM	http://arjournals.annualreviews.org/loi/arplant	Y	1545-2123	yes					Annual Review of Plant Biology	1545-2123	1543-5008	https://www.annualreviews.org/loi/arplant	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11698.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
0372374	Annual review of psychology	Annu Rev Psychol	United States	Palo Alto Ca	Annual Reviews	1950		Annual	1545-2085	0066-4308	0066-4308	eng	N	1966.0	Y	Y	IM	http://psych.annualreviews.org/	Y	1545-2085	yes					Annual Review of Psychology	1545-2085	0066-4308	http://arjournals.annualreviews.org/loi/psych	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11700.0	https://v2.sherpa.ac.uk/id/publisher_policy/91																									
8006431	Annual review of public health	Annu Rev Public Health	United States	Palo Alto, Calif.	Annual Reviews Inc.	1980		Annual	1545-2093	0163-7525	0163-7525	eng	N	1980.0	Y	Y	IM	http://publhealth.annualreviews.org/	Y	1545-2093	yes	0.0	yes			Annual Review of Public Health	1545-2093	0163-7525	http://arjournals.annualreviews.org/loi/publhealth	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	11701.0	https://v2.sherpa.ac.uk/id/publisher_policy/3684																									
101625721	Annual review of virology	Annu Rev Virol	United States	Palo Alto, California	Annual Reviews	2014		Annual	2327-0578	2327-056X	2327-056X	eng	N	2015.0	Y	Y	IM	http://www.annualreviews.org/journal/virology	Y	2327-0578	yes	0.0	yes			Annual Review of Virology	2327-0578	2327-056X	http://www.annualreviews.org/journal/virology	91.0	us	commercial_publisher	http://www.annualreviews.org/	Annual Reviews	27645.0	https://v2.sherpa.ac.uk/id/publisher_policy/3684																									
101660822	Annual review of vision science	Annu Rev Vis Sci	United States	Palo Alto, CA	Annual Reviews	2015		Annual	2374-4650	2374-4642	2374-4642	eng	N	2017.0	Y	Y	IM	http://www.annualreviews.org/journal/vision	Y	2374-4650																																									
7809992	ANS. Advances in nursing science	ANS Adv Nurs Sci	United States	Hagerstown, MD	Lippincott Williams & Wilkins	1978		Quarterly	1550-5014	0161-9268	0161-9268	eng	N	1981.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00012272-000000000-00000	Y	1550-5014	yes	12.0	yes	yes	yes	Advances in Nursing Science	1550-5014	0161-9268	https://journals.lww.com/advancesinnursingscience	48.0	us	commercial_publisher	http://www.lww.com/	Lippincott, Williams & Wilkins	8706.0	https://v2.sherpa.ac.uk/id/publisher_policy/48																									
0372377	Anthropologischer Anzeiger; Bericht über die biologisch-anthropologische Literatur	Anthropol Anz	Germany	Stuttgart	E Schweizerbartsche	1924		Four no. a year	2363-7099	0003-5548	0003-5548	ger	N	1971.0	Y	N	IM		Y	2363-7099	yes			yes	yes	Anthropologischer Anzeiger	2363-7099	0003-5548	https://www.schweizerbart.de/journals/anthranz	749.0	de	commercial_publisher	http://www.schweizerbart.de/	Schweizerbart Science Publishers	277.0	https://v2.sherpa.ac.uk/id/publisher_policy/749																									
9709920	Anthropology & medicine	Anthropol Med	England	London	Routledge	1997		Four issues a year,	1469-2910	1364-8470	1364-8470	eng	N	2010.0	Y	Y	IM	http://www.tandfonline.com/loi/canm20#.VdzHrWflvGh	Y	1469-2910	yes	18.0	yes	yes	yes	Anthropology and Medicine	1469-2910	1364-8470	https://www.tandfonline.com/journals/CANM	62039.0	gb	commercial_publisher	https://taylorandfrancis.com/	Taylor and Francis Group	4937.0	https://v2.sherpa.ac.uk/id/publisher_policy/1140																									
101265649	Anti-cancer agents in medicinal chemistry	Anticancer Agents Med Chem	Netherlands	Amsterdam	Bentham Science Publishers	2006		Eighteen issues a year,	1875-5992	1871-5206	1871-5206	eng	Y	2006.0	Y	Y	IM	http://www.eurekaselect.com/578/journal/anti-cancer-agents-medicinal-chemistry	Y	1875-5992	yes	6.0	yes	yes	yes	Anti-Cancer Agents in Medicinal Chemistry	1875-5992	1871-5206	https://benthamscience.com/journals/anti-cancer-agents-in-medicinal-chemistry/	316.0	ae	commercial_publisher	https://benthamscience.com/index.php	Bentham Science Publishers	1969.0	https://v2.sherpa.ac.uk/id/publisher_policy/316																									
9100823	Anti-cancer drugs	Anticancer Drugs	England	London	Lippincott Williams &  Wilkins	1990		Ten no. a year	1473-5741	0959-4973	0959-4973	eng	N	1990.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001813-000000000-00000	Y	1473-5741	yes	12.0	yes	yes	yes	Anti-Cancer Drugs	1473-5741	0959-4973	https://journals.lww.com/anti-cancerdrugs/pages/default.aspx	48.0	us	commercial_publisher	http://www.lww.com/	Lippincott, Williams & Wilkins	8720.0	https://v2.sherpa.ac.uk/id/publisher_policy/48																									
8102988	Anticancer research	Anticancer Res	Greece	Attiki, Greece	International Institute of Anticancer Research	1981		Monthly,	1791-7530	0250-7005	0250-7005	eng	N	1981.0	Y	Y	IM	http://ar.iiarjournals.org/content/by/year	Y	1791-7530	yes	0.0	yes			Anticancer Research	1791-7530	0250-7005	https://ar.iiarjournals.org/	359.0	gr	society_publisher	http://www.iiar-anticancer.org/	International Institute of Anticancer Research	14994.0	https://v2.sherpa.ac.uk/id/publisher_policy/3472																									
101462262	Anti-inflammatory & anti-allergy agents in medicinal chemistry	Antiinflamm Antiallergy Agents Med Chem	United Arab Emirates	Sharjah, U.A.E.	Bentham Science Publishers	2006		Bimonthly,	1875-614X	1871-5230	1871-5230	eng	N	2012.0	Y	Y	IM	http://www.eurekaselect.com/579/journal/anti-inflammatory-amp-anti-allergy-agents-medicinal-chemistry	Y	1875-614X	yes	6.0	yes	yes	yes	Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry	1875-614X	1871-5230	https://benthamscience.com/public/journals/anti-inflammatory-and-anti-allergy-agents-in-medicinal-chemistry	316.0	ae	commercial_publisher	https://benthamscience.com/index.php	Bentham Science Publishers	32037.0	https://v2.sherpa.ac.uk/id/publisher_policy/316																									
0315061	Antimicrobial agents and chemotherapy	Antimicrob Agents Chemother	United States	Washington	American Society for Microbiology	1972		Monthly	1098-6596	0066-4804	0066-4804	eng	N	1972.0	Y	Y	IM	http://aac.asm.org/content/by/year	Y	1098-6596	yes	0.0	yes	yes	yes	Antimicrobial Agents and Chemotherapy	1098-6596	0066-4804	https://journals.asm.org/journal/aac	16.0	us	society_publisher	http://www.asm.org/	American Society for Microbiology	6213.0	https://v2.sherpa.ac.uk/id/publisher_policy/16																									
101585411	Antimicrobial resistance and infection control	Antimicrob Resist Infect Control	England	London	BioMed Central	2012			2047-2994		2047-2994	eng	N	2017.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1870	Y	2047-2994	yes	0.0	yes			Antimicrobial Resistance and Infection Control	2047-2994		http://www.aricjournal.com/	22.0	gb	imprint	http://www.biomedcentral.com/	BioMed Central	22870.0	https://v2.sherpa.ac.uk/id/publisher_policy/22	2047-2994	2047-2994		Antimicrobial Resistance and Infection Control	2047-2994	Yes	2012-06-04T15:14:28Z	2012.0	yes																
100888899	Antioxidants & redox signaling	Antioxid Redox Signal	United States	Larchmont, NY	Mary Ann Liebert, Inc.	1999		Thirty six no. a year,	1557-7716	1523-0864	1523-0864	eng	N	1999.0	Y	Y	IM	http://online.liebertpub.com/loi/ars	Y	1557-7716	yes	0.0	yes	yes	yes	Antioxidants and Redox Signaling	1557-7716	1523-0864	https://home.liebertpub.com/publications/antioxidants-and-redox-signaling/4/overview	50.0	us	commercial_publisher	http://www.liebertpub.com/	Mary Ann Liebert	148.0	https://v2.sherpa.ac.uk/id/publisher_policy/50																									
9009212	Antiviral chemistry & chemotherapy	Antivir Chem Chemother	England	London	Sage Publications	1990		Bimonthly	2040-2066	0956-3202	0956-3202	eng	N	1998.0	Y	Y	IM	https://journals.sagepub.com/home/avc	Y	2040-2066	yes	0.0	yes			Antiviral Chemistry and Chemotherapy	2040-2066	0956-3202	http://journals.sagepub.com/home/avc	65.0	gb	commercial_publisher	http://www.uk.sagepub.com/home.nav	SAGE Publications	35144.0	https://v2.sherpa.ac.uk/id/publisher_policy/3354	2040-2066	2040-2066		Antiviral Chemistry & Chemotherapy	2040-2066	No	2018-08-03T15:01:40Z	2018.0	yes																
9815705	Antiviral therapy	Antivir Ther	England	[London]	SAGE Publications	1996		Eight no. a year,	2040-2058	1359-6535	1359-6535	eng	N	1996.0	Y	Y	IM	http://www.intmedpress.com/index.cfm?pid=12	Y	2040-2058	yes	0.0	yes			Antiviral Therapy	2040-2058	1359-6535	https://uk.sagepub.com/en-gb/eur/antiviraltherapy	65.0	gb	commercial_publisher	http://www.uk.sagepub.com/home.nav	SAGE Publications	12718.0	https://v2.sherpa.ac.uk/id/publisher_policy/3354																									
8109699	Antiviral research	Antiviral Res	Netherlands	Amsterdam	Elsevier	1981		Monthly	1872-9096	0166-3542	0166-3542	eng	N	1981.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/01663542	Y	1872-9096	yes	12.0	yes	yes	yes	Antiviral Research		0166-3542	http://www.journals.elsevier.com/antiviral-research/	30.0	us	commercial_publisher	http://www.elsevier.com/	Elsevier	10585.0	https://v2.sherpa.ac.uk/id/publisher_policy/2823																									
0372625	Antonie van Leeuwenhoek	Antonie Van Leeuwenhoek	Netherlands	Berlin	Springer	1934		Bimonthly,	1572-9699	0003-6072	0003-6072	eng	N	1965.0	Y	Y	IM	https://link.springer.com/journal/10482	Y	1572-9699	yes	12.0	yes	yes	yes	Antonie van Leeuwenhoek	1572-9699	0003-6072	http://link.springer.com/journal/10482	3291.0	gb	commercial_publisher	https://www.springernature.com/gp/products/journals	Springer	17059.0	https://v2.sherpa.ac.uk/id/publisher_policy/3291																									
9212242	Anxiety, stress, and coping	Anxiety Stress Coping	England	London	Routledge	1992		Four no. a year	1477-2205	1061-5806	1061-5806	eng	N	2007.0	Y	Y	IM	http://www.tandfonline.com/loi/gasc	Y	1477-2205	yes	12.0	yes	yes	yes	Anxiety, Stress & Coping	1477-2205	1061-5806	https://www.tandfonline.com/toc/gasc20/current	62039.0	gb	commercial_publisher	https://taylorandfrancis.com/	Taylor and Francis Group	4938.0	https://v2.sherpa.ac.uk/id/publisher_policy/1141																									
101086634	ANZ journal of surgery	ANZ J Surg	Australia	Carlton, Victoria, Australia	Wiley-Blackwell Publishing Asia	2001		Monthly	1445-2197	1445-1433	1445-1433	eng	Y	2001.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-2197	Y	1445-2197	yes	12.0	yes	yes	yes	ANZ Journal of Surgery	1445-2197	1445-1433	https://onlinelibrary.wiley.com/journal/14452197	580.0	us	commercial_publisher	https://www.wiley.com/en-gb	Wiley	3767.0	https://v2.sherpa.ac.uk/id/publisher_policy/2050																									
0372403	AORN journal	AORN J	United States	Hoboken, NJ	Wiley	1963		Monthly,	1878-0369	0001-2092	0001-2092	eng	N	1978.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1878-0369	Y	1878-0369	yes	12.0	yes	yes	yes	AORN Journal	1878-0369	0001-2092	https://aornjournal.onlinelibrary.wiley.com/	580.0	us	commercial_publisher	https://www.wiley.com/en-gb	Wiley	11122.0	https://v2.sherpa.ac.uk/id/publisher_policy/2050																									
8803400	APMIS : acta pathologica, microbiologica, et immunologica Scandinavica	APMIS	Denmark	Copenhagen	Munksgaard	1988		Monthly	1600-0463	0903-4641	0903-4641	eng	N	1988.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0463	Y	1600-0463	yes	12.0	yes	yes	yes	APMIS: Journal of Pathology, Microbiology and Immunology	1600-0463	0903-4641	https://onlinelibrary.wiley.com/journal/16000463	580.0	us	commercial_publisher	https://www.wiley.com/en-gb	Wiley	7605.0	https://v2.sherpa.ac.uk/id/publisher_policy/2050																									
8812090	APMIS. Supplementum	APMIS Suppl	Denmark	Copenhagen	Munksgaard	1988		Ten no. a year	1600-5503	0903-465X	0903-465X	eng	N	1988.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0463	Y	1600-5503																																									
9712129	Apoptosis : an international journal on programmed cell death	Apoptosis	Netherlands	Dordrecht, Netherlands	Springer	1996		Bimonthly	1573-675X	1360-8185	1360-8185	eng	N	2000.0	Y	Y	IM	https://link.springer.com/journal/10495	Y	1573-675X	yes	12.0	yes	yes	yes	Apoptosis	1573-675X	1360-8185	http://link.springer.com/journal/10495	3291.0	gb	commercial_publisher	https://www.springernature.com/gp/products/journals	Springer	17060.0	https://v2.sherpa.ac.uk/id/publisher_policy/3291																									
8006808	Appetite	Appetite	England	London, New York	Academic Press.	1980		Bimonthly	1095-8304	0195-6663	0195-6663	eng	N	1981.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/01956663	Y	1095-8304	yes	12.0	yes	yes	yes	Appetite		0195-6663	http://www.journals.elsevier.com/appetite	30.0	us	commercial_publisher	http://www.elsevier.com/	Elsevier	11123.0	https://v2.sherpa.ac.uk/id/publisher_policy/2943																									
8208561	Applied biochemistry and biotechnology	Appl Biochem Biotechnol	United States	Clifton, N.J.	Humana Press	1981		Twenty-four no. a year,	1559-0291	0273-2289	0273-2289	eng	N	1983.0	Y	Y	IM	https://link.springer.com/journal/12010	Y	1559-0291	yes	12.0	yes	yes	yes	Applied Biochemistry and Biotechnology	1559-0291	0273-2289	https://link.springer.com/journal/12010	3291.0	gb	commercial_publisher	https://www.springernature.com/gp/products/journals	Springer	11763.0	https://v2.sherpa.ac.uk/id/publisher_policy/3291																									
101537732	Applied clinical informatics	Appl Clin Inform	Germany	Stuttgart, Germany	Thieme	2009		Five no. a year,	1869-0327		1869-0327	eng	N	2013.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/2033/	Y	1869-0327	yes	12.0	yes	yes	yes	Applied Clinical Informatics	1869-0327		http://www.thieme.com/books-main/clinical-informatics/product/4433-aci-applied-clinical-informatics	366.0	de	commercial_publisher	http://www.thieme.com/	Thieme Gruppe	13327.0	https://v2.sherpa.ac.uk/id/publisher_policy/366																									
7605801	Applied and environmental microbiology	Appl Environ Microbiol	United States	Washington	American Society for Microbiology.	1976		Monthly	1098-5336	0099-2240	0099-2240	eng	N	1976.0	Y	Y	IM	https://aem.asm.org/	Y	1098-5336	yes	0.0	yes	yes	yes	Applied and Environmental Microbiology	1098-5336	0099-2240	https://journals.asm.org/journal/aem	16.0	us	society_publisher	http://www.asm.org/	American Society for Microbiology	6214.0	https://v2.sherpa.ac.uk/id/publisher_policy/16																									
0261412	Applied ergonomics	Appl Ergon	England	Oxford	Butterworth-Heinemann	1969		Bimonthly	1872-9126	0003-6870	0003-6870	eng	N	1997.0	Y	Y	IM	https://www.sciencedirect.com/journal/applied-ergonomics	Y	1872-9126	yes	12.0	yes	yes	yes	Applied Ergonomics: Human Factors in Technology and Society		0003-6870	http://www.journals.elsevier.com/applied-ergonomics/	30.0	us	commercial_publisher	http://www.elsevier.com/	Elsevier	12437.0	https://v2.sherpa.ac.uk/id/publisher_policy/2943																									
101150314	Applied health economics and health policy	Appl Health Econ Health Policy	New Zealand	Auckland, N.Z.	Open Mind Journals Ltd.	2002		Quarterly	1179-1896	1175-5652	1175-5652	eng	N	2002.0	Y	Y	IM	http://link.springer.com/journal/volumesAndIssues/40258	Y	1179-1896	yes	12.0	yes	yes	yes	Applied Health Economics and Health Policy	1179-1896	1175-5652	http://link.springer.com/journal/40258	3291.0	gb	commercial_publisher	https://www.springernature.com/gp/products/journals	Springer	28046.0	https://v2.sherpa.ac.uk/id/publisher_policy/3291																									
100888796	Applied immunohistochemistry & molecular morphology : AIMM	Appl Immunohistochem Mol Morphol	United States	Hagerstown, MD	Lippincott Williams & Wilkins	1999		Bimonthly,	1533-4058	1541-2016	1533-4058	eng	Y	2000.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00129039-000000000-00000	Y	1533-4058	yes	12.0	yes	yes	yes	Applied Immunohistochemistry & Molecular Morphology	1533-4058	1541-2016	https://journals.lww.com/appliedimmunohist/pages/default.aspx	48.0	us	commercial_publisher	http://www.lww.com/	Lippincott, Williams & Wilkins	8721.0	https://v2.sherpa.ac.uk/id/publisher_policy/48																									
8406612	Applied microbiology and biotechnology	Appl Microbiol Biotechnol	Germany	Berlin	Springer International	1984		Eighteen no. a year,	1432-0614	0175-7598	0175-7598	eng	N	1998.0	Y	Y	IM	https://link.springer.com/journal/253	Y	1432-0614	yes	12.0	yes	yes	yes	Applied Microbiology and Biotechnology	1432-0614	0175-7598	http://link.springer.com/journal/253	3291.0	gb	commercial_publisher	https://www.springernature.com/gp/products/journals	Springer	7841.0	https://v2.sherpa.ac.uk/id/publisher_policy/3291																									
101584082	Applied neuropsychology. Adult	Appl Neuropsychol Adult	United States	Philadelphia, PA	Taylor & Francis Group	2012		Quarterly	2327-9109	2327-9095	2327-9095	eng	Y	2012.0	Y	Y	IM	http://www.tandfonline.com/loi/hapn21	Y	2327-9109	yes	12.0	yes	yes	yes	Applied Neuropsychology: Adult	2327-9109	2327-9095	https://www.tandfonline.com/journals/HAPN	62039.0	gb	commercial_publisher	https://taylorandfrancis.com/	Taylor and Francis Group	37808.0	https://v2.sherpa.ac.uk/id/publisher_policy/1141																									
101584990	Applied neuropsychology. Child	Appl Neuropsychol Child	United States	Philadelphia, PA	Taylor & Francis Group	2012		Quarterly,	2162-2973	2162-2965	2162-2965	eng	N	2012.0	Y	Y	IM	http://www.tandfonline.com/loi/hapc20	Y	2162-2973	yes	12.0	yes	yes	yes	Applied Neuropsychology: Child	2162-2973	2162-2965	http://www.tandf.co.uk/journals/hapc	26073.0	us	associate_organisation	https://abn-board.com/acpn-about-us/	American College of Professional Neuropsychology	21627.0	https://v2.sherpa.ac.uk/id/publisher_policy/1141																									
8901557	Applied nursing research : ANR	Appl Nurs Res	United States	[Philadelphia, PA]	W.B. Saunders	1988		Quarterly	1532-8201	0897-1897	0897-1897	eng	N	1993.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/08971897	Y	1532-8201	yes	12.0	yes	yes	yes	Applied Nursing Research	1532-8201	0897-1897	http://www.journals.elsevier.com/applied-nursing-research/	30.0	us	commercial_publisher	http://www.elsevier.com/	Elsevier	4730.0	https://v2.sherpa.ac.uk/id/publisher_policy/2823																									
0247660	Applied optics	Appl Opt	United States	Washington, DC	Optical Society of America	1962		Three times a month,	1539-4522	1559-128X	1559-128X	eng	N	2002.0	Y	Y	IM	https://www.osapublishing.org/ao/home.cfm	Y	1539-4522	yes	12.0	yes	yes	yes	Applied Optics	2155-3165	1559-128X	https://opg.optica.org/ao/home.cfm	108.0	us	society_publisher	https://www.optica.org/en-us/home/	Optica	13349.0	https://v2.sherpa.ac.uk/id/publisher_policy/108																									
101264333	Applied physiology, nutrition, and metabolism = Physiologie appliquée, nutrition et métabolisme	Appl Physiol Nutr Metab	Canada	Ottawa, ON	Canadian Science Publishing	2006		Bimonthly	1715-5320	1715-5312	1715-5312	eng	Y	2006.0	Y	Y	IM	http://www.nrcresearchpress.com/loi/apnm	Y	1715-5320	yes	0.0	yes	yes	yes	Applied Physiology, Nutrition, and Metabolism	1715-5320	1715-5312	http://www.nrcresearchpress.com/journal/apnm	92.0	ca	commercial_publisher	https://cdnsciencepub.com/	Canadian Science Publishing	10122.0	https://v2.sherpa.ac.uk/id/publisher_policy/92																									
101502957	Applied psychology. Health and well-being	Appl Psychol Health Well Being	England	Oxford	Blackwell	2009		Three times a year	1758-0854	1758-0846	1758-0854	eng	N	2012.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-0854	Y	1758-0854	yes	12.0	yes	yes	yes	Applied Psychology: Health and Well-Being	1758-0854	1758-0846	https://iaap-journals.onlinelibrary.wiley.com/journal/17580854	580.0	us	commercial_publisher	https://www.wiley.com/en-gb	Wiley	3617.0	https://v2.sherpa.ac.uk/id/publisher_policy/2050																									
